index,Date,Region,Thermal Generation Actual (in MW),Thermal Generation Estimated (in MW),Nuclear Generation Actual (in MW),Nuclear Generation Estimated (in MW),Hydro Generation Actual (in MW),Hydro Generation Estimated (in MW)
3390,12/7/2019,NorthEastern,34.43,32.62,,,27.73,30.03
3391,13/7/2019,Northern,648.18,592.03,26.88,34.58,319.37,360.04
3392,13/7/2019,Western,1141.70,1199.03,37.08,43.33,29.87,17.96
3393,13/7/2019,Southern,513.20,502.23,46.77,56.52,68.42,45.58
3394,13/7/2019,Eastern,493.52,477.59,,,83.26,69.67
3395,13/7/2019,NorthEastern,34.43,34.89,,,27.73,30.22
3396,14/7/2019,Northern,648.18,551.27,26.88,34.43,319.37,350.14
3397,14/7/2019,Western,1141.70,1120.84,37.08,43.42,29.87,11.23
3398,14/7/2019,Southern,513.20,493.75,46.77,51.68,68.42,37.65
3399,14/7/2019,Eastern,493.52,444.42,,,83.26,58.90
3400,14/7/2019,NorthEastern,34.43,35.84,,,27.73,29.99
3401,15/7/2019,Northern,648.18,551.53,26.88,34.76,319.37,345.16
3402,15/7/2019,Western,1119.74,1164.53,37.08,43.45,29.87,16.23
3403,15/7/2019,Southern,500.77,505.78,46.77,56.24,68.42,37.86
3404,15/7/2019,Eastern,490.81,450.43,,,83.26,69.93
3405,15/7/2019,NorthEastern,33.97,34.33,,,27.73,29.65
3406,16/7/2019,Northern,648.18,521.04,26.88,34.72,319.37,348.17
3407,16/7/2019,Western,1122.49,1190.05,37.08,43.76,29.87,17.20
3408,16/7/2019,Southern,520.62,521.67,67.15,59.82,68.42,46.35
3409,16/7/2019,Eastern,501.37,453.76,,,83.26,69.72
3410,16/7/2019,NorthEastern,29.70,39.90,,,27.73,29.29
3411,17/7/2019,Northern,648.24,545.31,26.88,34.70,319.37,340.37
3412,17/7/2019,Western,1122.49,1265.77,37.08,44.04,29.87,24.34
3413,17/7/2019,Southern,520.62,558.30,67.15,62.25,68.42,51.44
3414,17/7/2019,Eastern,501.37,468.30,,,83.26,78.48
3415,17/7/2019,NorthEastern,29.70,43.55,,,27.73,29.09
3416,18/7/2019,Northern,648.24,574.73,26.88,34.54,319.37,332.88
3417,18/7/2019,Western,1124.78,1319.55,37.08,44.19,29.87,40.40
3418,18/7/2019,Southern,524.76,540.57,67.15,58.37,68.42,48.21
3419,18/7/2019,Eastern,501.37,502.84,,,83.26,77.76
3420,18/7/2019,NorthEastern,29.70,45.83,,,27.73,28.79
3421,19/7/2019,Northern,648.24,650.87,26.88,34.54,319.37,336.97
3422,19/7/2019,Western,1124.78,1362.95,37.08,44.25,29.87,39.91
3423,19/7/2019,Southern,524.76,518.67,67.15,61.87,68.42,37.69
3424,19/7/2019,Eastern,501.37,507.32,,,83.26,60.36
3425,19/7/2019,NorthEastern,29.70,45.44,,,27.73,28.87
3426,20/7/2019,Northern,633.17,629.24,26.88,34.45,319.37,341.95
3427,20/7/2019,Western,1124.37,1345.67,37.08,44.27,29.87,31.34
3428,20/7/2019,Southern,510.45,530.71,67.15,62.38,68.42,37.63
3429,20/7/2019,Eastern,496.06,499.35,,,83.26,83.78
3430,20/7/2019,NorthEastern,29.70,42.93,,,27.73,27.83
3431,21/7/2019,Northern,626.48,634.36,26.88,34.52,319.37,340.14
3432,21/7/2019,Western,1147.28,1252.82,37.08,44.32,29.87,27.77
3433,21/7/2019,Southern,521.72,515.68,67.15,62.32,68.42,37.50
3434,21/7/2019,Eastern,496.06,497.42,,,83.26,80.92
3435,21/7/2019,NorthEastern,29.97,41.19,,,27.73,26.46
3436,22/7/2019,Northern,639.48,681.86,26.88,34.42,319.37,343.00
3437,22/7/2019,Western,1159.45,1302.26,37.08,44.09,29.87,35.30
3438,22/7/2019,Southern,518.05,555.30,67.15,61.11,68.42,45.80
3439,22/7/2019,Eastern,496.06,499.70,,,83.26,84.17
3440,22/7/2019,NorthEastern,30.43,40.89,,,27.73,27.58
3441,23/7/2019,Northern,639.48,704.17,26.88,34.09,319.37,334.44
3442,23/7/2019,Western,1159.45,1353.09,37.08,44.20,29.87,35.97
3443,23/7/2019,Southern,515.05,586.50,67.15,61.22,68.42,39.85
3444,23/7/2019,Eastern,496.06,504.66,,,83.26,80.39
3445,23/7/2019,NorthEastern,30.43,39.84,,,27.73,27.92
3446,24/7/2019,Northern,639.48,695.39,26.88,34.27,319.37,348.17
3447,24/7/2019,Western,1160.99,1304.90,37.08,44.26,29.87,16.20
3448,24/7/2019,Southern,515.05,555.26,67.15,60.73,68.42,35.47
3449,24/7/2019,Eastern,496.06,484.37,,,83.26,76.22
3450,24/7/2019,NorthEastern,30.43,40.57,,,27.73,28.90
3451,25/7/2019,Northern,625.85,626.58,26.88,34.49,319.37,334.24
3452,25/7/2019,Western,1143.68,1177.73,37.08,44.39,29.87,15.65
3453,25/7/2019,Southern,511.26,544.88,67.15,61.07,68.42,32.27
3454,25/7/2019,Eastern,491.98,445.44,,,83.26,70.86
3455,25/7/2019,NorthEastern,30.43,38.63,,,27.73,28.14
3456,26/7/2019,Northern,628.64,582.06,26.88,34.52,319.37,329.13
3457,26/7/2019,Western,1150.26,1139.53,37.08,44.37,29.87,15.63
3458,26/7/2019,Southern,521.73,509.63,67.15,61.35,68.42,34.78
3459,26/7/2019,Eastern,488.50,433.21,,,83.26,83.21
3460,26/7/2019,NorthEastern,30.43,39.59,,,27.73,28.59
3461,27/7/2019,Northern,628.64,561.76,26.88,34.65,319.37,315.99
3462,27/7/2019,Western,1150.26,1073.60,37.08,44.45,29.87,14.79
3463,27/7/2019,Southern,521.73,489.05,67.15,61.38,68.42,33.51
3464,27/7/2019,Eastern,488.50,419.17,,,83.26,85.56
3465,27/7/2019,NorthEastern,30.43,39.48,,,27.73,28.23
3466,28/7/2019,Northern,631.29,528.50,26.88,34.72,319.37,336.91
3467,28/7/2019,Western,1150.26,1025.22,37.08,44.42,29.87,16.08
3468,28/7/2019,Southern,521.73,452.48,67.15,61.52,68.42,37.76
3469,28/7/2019,Eastern,488.50,398.31,,,83.26,76.89
3470,28/7/2019,NorthEastern,30.43,38.93,,,27.73,26.85
3471,29/7/2019,Northern,631.29,568.38,26.88,34.37,319.37,369.25
3472,29/7/2019,Western,1150.26,1095.81,37.08,44.48,29.87,20.48
3473,29/7/2019,Southern,521.73,476.72,67.15,60.24,68.42,42.24
3474,29/7/2019,Eastern,488.50,403.81,,,83.26,72.13
3475,29/7/2019,NorthEastern,30.43,40.69,,,27.73,24.98
3476,30/7/2019,Northern,631.29,626.74,26.88,34.48,319.37,338.87
3477,30/7/2019,Western,1173.26,1119.87,37.08,44.44,29.87,18.25
3478,30/7/2019,Southern,521.73,486.11,67.15,62.41,68.42,49.01
3479,30/7/2019,Eastern,488.50,420.87,,,83.26,82.71
3480,30/7/2019,NorthEastern,30.43,40.28,,,27.73,24.45
3481,31/7/2019,Northern,633.29,650.92,26.88,34.75,319.37,323.32
3482,31/7/2019,Western,1173.26,1084.12,37.08,44.50,29.87,18.79
3483,31/7/2019,Southern,543.73,501.85,67.15,62.36,68.42,47.64
3484,31/7/2019,Eastern,491.50,425.96,,,83.26,83.51
3485,31/7/2019,NorthEastern,30.43,41.31,,,27.73,25.71
3486,1/8/2019,Northern,639.66,643.39,26.88,34.61,341.97,335.73
3487,1/8/2019,Western,1128.19,1076.21,37.08,44.49,42.17,18.11
3488,1/8/2019,Southern,531.55,497.05,67.16,62.31,96.14,50.71
3489,1/8/2019,Eastern,495.71,423.33,,,90.02,94.42
3490,1/8/2019,NorthEastern,29.73,39.89,,,30.44,28.00
3491,2/8/2019,Northern,639.66,592.43,26.88,33.66,341.97,335.00
3492,2/8/2019,Western,1128.19,1097.42,37.08,44.46,42.17,21.09
3493,2/8/2019,Southern,531.55,485.46,67.16,62.20,96.14,50.44
3494,2/8/2019,Eastern,495.71,415.84,,,90.02,96.94
3495,2/8/2019,NorthEastern,29.73,34.83,,,30.44,28.28
3496,3/8/2019,Northern,639.66,573.52,26.88,34.64,341.97,332.97
3497,3/8/2019,Western,1128.19,1093.82,37.08,44.53,42.17,21.19
3498,3/8/2019,Southern,535.35,475.45,67.16,61.90,96.14,57.15
3499,3/8/2019,Eastern,495.71,402.51,,,90.02,96.11
3500,3/8/2019,NorthEastern,29.73,36.49,,,30.44,28.60
3501,4/8/2019,Northern,637.69,588.41,26.88,34.49,341.97,349.94
3502,4/8/2019,Western,1128.19,1038.99,37.08,44.55,42.17,20.59
3503,4/8/2019,Southern,532.02,461.62,67.16,56.63,96.14,47.12
3504,4/8/2019,Eastern,496.96,384.85,,,90.02,80.81
3505,4/8/2019,NorthEastern,29.73,38.22,,,30.44,26.98
3506,5/8/2019,Northern,642.21,636.28,26.88,34.53,341.97,352.79
3507,5/8/2019,Western,1138.60,1064.16,37.08,44.48,42.17,20.85
3508,5/8/2019,Southern,532.02,472.28,67.16,56.20,96.14,73.78
3509,5/8/2019,Eastern,496.96,396.04,,,90.02,88.37
3510,5/8/2019,NorthEastern,29.73,41.40,,,30.44,25.49
3511,6/8/2019,Northern,644.18,612.71,26.88,34.57,341.97,348.10
3512,6/8/2019,Western,1141.45,1057.77,37.08,44.45,42.17,20.21
3513,6/8/2019,Southern,539.79,449.40,67.16,56.90,96.14,99.21
3514,6/8/2019,Eastern,496.96,373.49,,,90.02,78.98
3515,6/8/2019,NorthEastern,29.73,39.62,,,30.44,25.35
3516,7/8/2019,Northern,654.82,600.94,26.88,31.80,341.97,350.83
3517,7/8/2019,Western,1141.45,1034.57,37.08,44.41,42.17,20.13
3518,7/8/2019,Southern,543.67,414.60,67.16,56.13,96.14,107.84
3519,7/8/2019,Eastern,496.96,354.94,,,90.02,67.22
3520,7/8/2019,NorthEastern,29.73,38.60,,,30.44,22.16
3521,8/8/2019,Northern,654.82,636.94,26.88,31.77,341.97,344.84
3522,8/8/2019,Western,1141.45,1072.29,37.08,41.17,42.17,20.64
3523,8/8/2019,Southern,532.19,398.03,67.16,55.89,96.14,114.12
3524,8/8/2019,Eastern,496.96,371.71,,,90.02,65.30
3525,8/8/2019,NorthEastern,30.23,37.85,,,30.44,22.98
3526,9/8/2019,Northern,667.25,614.76,26.88,30.35,341.97,290.59
3527,9/8/2019,Western,1165.45,1031.21,37.08,42.61,42.17,58.04
3528,9/8/2019,Southern,532.19,390.74,67.16,54.91,96.14,108.36
3529,9/8/2019,Eastern,496.96,388.32,,,90.02,75.26
3530,9/8/2019,NorthEastern,30.23,34.37,,,30.44,25.27
3531,10/8/2019,Northern,667.25,610.90,26.88,30.34,341.97,352.11
3532,10/8/2019,Western,1170.78,975.47,37.08,44.07,42.17,76.89
3533,10/8/2019,Southern,516.35,389.44,67.16,55.00,96.14,113.93
3534,10/8/2019,Eastern,496.96,389.96,,,90.02,63.21
3535,10/8/2019,NorthEastern,30.23,36.51,,,30.44,24.16
3536,11/8/2019,Northern,679.25,618.10,26.88,29.99,341.97,350.41
3537,11/8/2019,Western,1183.14,1009.61,37.08,44.26,42.17,73.74
3538,11/8/2019,Southern,516.35,403.94,67.16,54.28,96.14,127.90
3539,11/8/2019,Eastern,499.72,405.82,,,90.02,83.98
3540,11/8/2019,NorthEastern,30.23,36.76,,,30.44,22.80
3541,12/8/2019,Northern,679.25,672.41,26.88,30.41,341.97,355.51
3542,12/8/2019,Western,1183.14,1082.97,37.08,44.47,42.17,92.40
3543,12/8/2019,Southern,516.35,449.14,67.16,55.51,96.14,133.22
3544,12/8/2019,Eastern,496.90,437.17,,,90.02,81.31
3545,12/8/2019,NorthEastern,30.23,35.52,,,30.44,21.23
3546,13/8/2019,Northern,679.25,649.15,26.88,30.19,341.97,353.77
3547,13/8/2019,Western,1180.06,1091.41,37.08,44.29,42.17,103.44
3548,13/8/2019,Southern,511.02,435.43,67.16,55.50,96.14,130.81
3549,13/8/2019,Eastern,495.65,429.10,,,90.02,75.41
3550,13/8/2019,NorthEastern,30.23,34.65,,,30.44,21.31
3551,14/8/2019,Northern,684.14,623.24,26.88,29.50,341.97,352.37
3552,14/8/2019,Western,1185.93,1058.94,37.08,44.28,42.17,104.82
3553,14/8/2019,Southern,519.52,437.83,67.16,57.28,96.14,132.33
3554,14/8/2019,Eastern,495.65,409.09,,,90.02,80.16
3555,14/8/2019,NorthEastern,30.23,35.09,,,30.44,20.84
3556,15/8/2019,Northern,696.09,542.09,26.88,30.28,341.97,355.57
3557,15/8/2019,Western,1174.72,929.15,37.08,43.75,42.17,99.76
3558,15/8/2019,Southern,523.93,402.56,67.16,61.36,96.14,119.90
3559,15/8/2019,Eastern,496.00,360.93,,,90.02,84.87
3560,15/8/2019,NorthEastern,30.23,30.14,,,30.44,23.52
3561,16/8/2019,Northern,684.49,545.76,26.88,30.47,341.97,363.83
3562,16/8/2019,Western,1153.12,955.59,37.08,44.27,42.17,104.92
3563,16/8/2019,Southern,528.43,453.16,67.16,59.85,96.14,124.29
3564,16/8/2019,Eastern,492.04,389.61,,,90.02,87.26
3565,16/8/2019,NorthEastern,30.23,27.33,,,30.44,23.19
3566,17/8/2019,Northern,684.49,491.18,26.88,30.67,341.97,352.24
3567,17/8/2019,Western,1153.12,1007.51,37.08,44.22,42.17,102.49
3568,17/8/2019,Southern,528.43,462.50,67.16,56.38,96.14,138.60
3569,17/8/2019,Eastern,488.04,386.88,,,90.02,87.03
3570,17/8/2019,NorthEastern,30.23,28.98,,,30.44,23.06
3571,18/8/2019,Northern,684.49,439.63,26.88,34.33,341.97,288.49
3572,18/8/2019,Western,1153.12,1039.58,37.08,44.24,42.17,95.36
3573,18/8/2019,Southern,536.91,478.00,67.16,56.72,96.14,133.94
3574,18/8/2019,Eastern,488.04,377.75,,,90.02,88.46
3575,18/8/2019,NorthEastern,30.23,30.22,,,30.44,20.34
3576,19/8/2019,Northern,678.78,499.70,26.88,34.58,341.97,296.92
3577,19/8/2019,Western,1153.12,1104.10,37.08,44.25,42.17,93.60
3578,19/8/2019,Southern,544.45,517.88,67.16,56.50,96.14,144.87
3579,19/8/2019,Eastern,488.04,411.18,,,90.02,85.62
3580,19/8/2019,NorthEastern,30.23,29.92,,,30.44,20.62
3581,20/8/2019,Northern,675.83,554.04,26.88,34.41,341.97,348.41
3582,20/8/2019,Western,1162.24,1118.44,37.08,44.29,42.17,109.17
3583,20/8/2019,Southern,551.53,524.46,67.16,56.47,96.14,143.99
3584,20/8/2019,Eastern,491.62,404.51,,,90.02,95.71
3585,20/8/2019,NorthEastern,30.23,31.34,,,30.44,20.23
3586,21/8/2019,Northern,675.83,580.70,26.88,34.51,341.97,360.49
3587,21/8/2019,Western,1164.87,1092.07,37.08,44.33,42.17,106.10
3588,21/8/2019,Southern,547.88,511.17,67.16,55.38,96.14,137.94
3589,21/8/2019,Eastern,488.20,408.59,,,90.02,86.93
3590,21/8/2019,NorthEastern,30.50,31.76,,,30.44,19.37
3591,22/8/2019,Northern,677.96,600.65,26.88,34.80,341.97,356.75
3592,22/8/2019,Western,1173.07,1115.72,37.08,44.24,42.17,100.24
3593,22/8/2019,Southern,547.88,500.73,67.16,55.99,96.14,129.22
3594,22/8/2019,Eastern,488.20,410.05,,,90.02,87.97
3595,22/8/2019,NorthEastern,30.50,30.53,,,30.44,18.73
3596,23/8/2019,Northern,677.96,650.49,26.88,34.93,341.97,363.08
3597,23/8/2019,Western,1188.18,1151.47,37.08,44.23,42.17,95.70
3598,23/8/2019,Southern,544.11,465.88,67.16,56.23,96.14,122.16
3599,23/8/2019,Eastern,488.20,389.63,,,90.02,92.03
3600,23/8/2019,NorthEastern,30.50,26.22,,,30.44,19.78
3601,24/8/2019,Northern,675.31,637.26,26.88,34.78,341.97,356.36
3602,24/8/2019,Western,1188.18,1083.39,37.08,44.33,42.17,92.34
3603,24/8/2019,Southern,544.11,439.86,67.16,56.42,96.14,115.26
3604,24/8/2019,Eastern,496.46,387.42,,,90.02,100.73
3605,24/8/2019,NorthEastern,30.50,27.17,,,30.44,21.15
3606,25/8/2019,Northern,675.31,628.69,26.88,34.70,341.97,298.57
3607,25/8/2019,Western,1182.35,1040.63,37.08,44.46,42.17,89.54
3608,25/8/2019,Southern,554.68,453.49,67.16,56.26,96.14,73.91
3609,25/8/2019,Eastern,496.46,398.47,,,90.02,102.63
3610,25/8/2019,NorthEastern,30.50,28.92,,,30.44,18.14
3611,26/8/2019,Northern,675.31,638.15,26.88,34.64,341.97,359.40
3612,26/8/2019,Western,1194.27,1085.65,37.08,44.44,42.17,94.03
3613,26/8/2019,Southern,565.41,484.29,67.16,55.74,96.14,88.51
3614,26/8/2019,Eastern,496.46,415.87,,,90.02,99.60
3615,26/8/2019,NorthEastern,30.50,30.02,,,30.44,18.72
3616,27/8/2019,Northern,677.96,694.63,26.88,34.55,341.97,367.38
3617,27/8/2019,Western,1195.67,1093.26,37.08,44.16,42.17,100.41
3618,27/8/2019,Southern,565.41,528.02,67.16,56.21,96.14,106.82
3619,27/8/2019,Eastern,492.31,426.29,,,90.02,104.53
3620,27/8/2019,NorthEastern,30.50,32.14,,,30.44,17.59
3621,28/8/2019,Northern,677.96,743.75,26.88,34.56,341.97,370.53
3622,28/8/2019,Western,1195.67,1136.90,37.08,44.31,42.17,114.75
3623,28/8/2019,Southern,568.41,555.73,67.16,56.34,96.14,111.57
3624,28/8/2019,Eastern,496.98,427.13,,,90.02,100.68
3625,28/8/2019,NorthEastern,30.50,29.47,,,30.44,18.15
3626,29/8/2019,Northern,677.96,751.45,26.88,34.55,341.97,369.87
3627,29/8/2019,Western,1180.56,1163.62,37.08,44.37,42.17,111.56
3628,29/8/2019,Southern,572.08,570.22,67.16,55.69,96.14,102.64
3629,29/8/2019,Eastern,496.98,430.44,,,90.02,104.85
3630,29/8/2019,NorthEastern,34.83,33.08,,,30.44,17.51
3631,30/8/2019,Northern,677.96,740.35,26.88,34.57,341.97,363.77
3632,30/8/2019,Western,1174.25,1148.12,37.08,44.34,42.17,95.92
3633,30/8/2019,Southern,572.08,565.15,67.16,57.02,96.14,88.64
3634,30/8/2019,Eastern,496.98,445.33,,,90.02,103.99
3635,30/8/2019,NorthEastern,34.83,32.57,,,30.44,17.17
3636,31/8/2019,Northern,677.96,739.96,26.88,34.48,341.97,357.80
3637,31/8/2019,Western,1194.25,1132.88,37.08,44.35,42.17,99.25
3638,31/8/2019,Southern,589.08,527.59,67.16,57.19,96.14,86.16
3639,31/8/2019,Eastern,496.98,475.44,,,90.02,99.50
3640,31/8/2019,NorthEastern,34.83,28.34,,,30.44,16.77
3641,1/9/2019,Northern,696.56,670.26,27.00,34.59,257.05,358.80
3642,1/9/2019,Western,1222.95,1036.08,37.14,44.44,45.76,97.77
3643,1/9/2019,Southern,579.38,485.33,46.83,57.11,100.04,83.10
3644,1/9/2019,Eastern,510.82,453.61,,,86.01,100.03
3645,1/9/2019,NorthEastern,34.45,24.82,,,33.99,15.15
3646,2/9/2019,Northern,696.56,656.03,27.00,34.49,257.05,354.50
3647,2/9/2019,Western,1222.95,1061.50,37.14,44.47,45.76,102.94
3648,2/9/2019,Southern,579.38,465.71,46.83,57.07,100.04,87.67
3649,2/9/2019,Eastern,510.82,464.04,,,86.01,95.01
3650,2/9/2019,NorthEastern,34.45,22.47,,,33.99,15.78
3651,3/9/2019,Northern,693.92,673.06,27.00,34.43,257.05,362.66
3652,3/9/2019,Western,1222.95,1072.51,37.14,44.35,45.76,102.27
3653,3/9/2019,Southern,579.38,473.66,46.83,56.98,100.04,98.91
3654,3/9/2019,Eastern,500.22,477.75,,,86.01,92.62
3655,3/9/2019,NorthEastern,34.45,29.79,,,33.99,14.24
3656,4/9/2019,Northern,693.92,653.32,27.00,34.50,257.05,362.28
3657,4/9/2019,Western,1222.95,1077.45,37.14,44.33,45.76,104.30
3658,4/9/2019,Southern,579.38,460.83,46.83,56.91,100.04,110.73
3659,4/9/2019,Eastern,500.22,484.30,,,86.01,92.66
3660,4/9/2019,NorthEastern,34.45,26.21,,,33.99,17.48
3661,5/9/2019,Northern,693.92,641.19,27.00,34.20,257.05,361.51
3662,5/9/2019,Western,1234.83,1050.90,37.14,42.41,45.76,98.40
3663,5/9/2019,Southern,579.38,453.20,46.83,56.82,100.04,126.41
3664,5/9/2019,Eastern,500.22,483.51,,,86.01,95.16
3665,5/9/2019,NorthEastern,35.03,29.05,,,33.99,17.55
3666,6/9/2019,Northern,706.96,635.47,27.00,34.26,257.05,372.66
3667,6/9/2019,Western,1234.83,1050.72,37.14,42.51,45.76,110.59
3668,6/9/2019,Southern,579.38,440.07,46.83,56.52,100.04,150.77
3669,6/9/2019,Eastern,500.22,484.18,,,86.01,89.14
3670,6/9/2019,NorthEastern,35.03,27.56,,,33.99,19.17
3671,7/9/2019,Northern,706.96,640.36,27.00,34.61,257.05,373.75
3672,7/9/2019,Western,1227.21,1049.24,37.14,43.84,45.76,119.29
3673,7/9/2019,Southern,583.38,417.92,46.83,56.97,100.04,159.16
3674,7/9/2019,Eastern,500.22,467.25,,,86.01,90.46
3675,7/9/2019,NorthEastern,35.03,27.98,,,33.99,21.78
3676,8/9/2019,Northern,706.96,615.75,27.00,34.64,257.05,369.13
3677,8/9/2019,Western,1227.21,997.93,37.14,44.10,45.76,117.19
3678,8/9/2019,Southern,583.38,407.23,46.83,58.89,100.04,148.63
3679,8/9/2019,Eastern,500.22,435.81,,,86.01,95.10
3680,8/9/2019,NorthEastern,35.51,28.44,,,33.99,18.83
3681,9/9/2019,Northern,710.14,664.57,27.00,34.49,257.05,362.96
3682,9/9/2019,Western,1230.76,1039.11,37.14,44.14,45.76,112.10
3683,9/9/2019,Southern,583.38,429.72,46.83,61.64,100.04,171.99
3684,9/9/2019,Eastern,500.87,452.97,,,86.01,101.54
3685,9/9/2019,NorthEastern,35.51,29.52,,,33.99,18.30
3686,10/9/2019,Northern,710.14,713.87,27.00,34.41,257.05,366.14
3687,10/9/2019,Western,1231.81,1061.40,37.14,44.27,45.76,107.01
3688,10/9/2019,Southern,583.38,468.27,46.83,61.53,100.04,174.72
3689,10/9/2019,Eastern,500.87,466.78,,,86.01,103.28
3690,10/9/2019,NorthEastern,35.51,28.85,,,33.99,22.61
3691,11/9/2019,Northern,709.58,717.84,27.00,34.36,257.05,355.04
3692,11/9/2019,Western,1231.21,1061.43,37.14,44.34,45.76,104.50
3693,11/9/2019,Southern,583.38,497.43,46.83,61.47,100.04,166.30
3694,11/9/2019,Eastern,500.87,465.61,,,86.01,105.58
3695,11/9/2019,NorthEastern,35.51,28.80,,,33.99,21.89
3696,12/9/2019,Northern,709.58,728.94,27.00,34.55,257.05,352.61
3697,12/9/2019,Western,1231.21,999.72,37.14,44.23,45.76,99.20
3698,12/9/2019,Southern,588.27,485.80,46.83,61.49,100.04,165.48
3699,12/9/2019,Eastern,500.87,437.60,,,86.01,102.69
3700,12/9/2019,NorthEastern,35.51,23.90,,,33.99,26.15
3701,13/9/2019,Northern,712.80,708.41,27.00,34.51,257.05,342.76
3702,13/9/2019,Western,1231.21,994.25,37.14,43.56,45.76,104.71
3703,13/9/2019,Southern,588.27,488.74,46.83,62.31,100.04,166.59
3704,13/9/2019,Eastern,500.87,418.06,,,86.01,103.72
3705,13/9/2019,NorthEastern,35.51,24.80,,,33.99,22.81
3706,14/9/2019,Northern,712.80,713.19,27.00,34.70,257.05,331.54
3707,14/9/2019,Western,1243.09,1003.35,37.14,42.38,45.76,102.76
3708,14/9/2019,Southern,588.27,486.20,46.83,61.40,100.04,165.91
3709,14/9/2019,Eastern,500.87,441.02,,,86.01,101.91
3710,14/9/2019,NorthEastern,35.51,31.08,,,33.99,22.79
3711,15/9/2019,Northern,712.80,677.75,27.00,34.77,257.05,323.43
3712,15/9/2019,Western,1241.50,969.46,37.14,41.28,45.76,111.89
3713,15/9/2019,Southern,588.27,478.16,46.83,60.70,100.04,159.36
3714,15/9/2019,Eastern,495.87,427.40,,,86.01,104.93
3715,15/9/2019,NorthEastern,34.94,36.16,,,33.99,22.51
3716,16/9/2019,Northern,703.00,668.07,27.00,33.57,257.05,327.29
3717,16/9/2019,Western,1267.42,1005.03,37.14,41.00,45.76,123.87
3718,16/9/2019,Southern,592.00,496.40,46.83,61.70,100.04,165.82
3719,16/9/2019,Eastern,495.87,449.87,,,86.01,100.77
3720,16/9/2019,NorthEastern,34.94,36.73,,,33.99,27.52
3721,17/9/2019,Northern,703.00,665.46,27.00,33.60,257.05,322.85
3722,17/9/2019,Western,1267.42,1073.40,37.14,32.25,45.76,114.80
3723,17/9/2019,Southern,592.00,500.24,46.83,62.47,100.04,147.87
3724,17/9/2019,Eastern,495.87,450.47,,,86.01,91.09
3725,17/9/2019,NorthEastern,34.94,36.57,,,33.99,26.91
3726,18/9/2019,Northern,703.00,694.28,27.00,33.71,257.05,305.45
3727,18/9/2019,Western,1267.42,1086.83,37.14,14.32,45.76,115.60
3728,18/9/2019,Southern,592.00,459.78,46.83,61.53,100.04,152.58
3729,18/9/2019,Eastern,495.87,443.45,,,86.01,82.66
3730,18/9/2019,NorthEastern,34.94,38.97,,,33.99,26.01
3731,19/9/2019,Northern,703.00,671.52,27.00,33.83,257.05,296.65
3732,19/9/2019,Western,1269.92,1066.08,37.14,27.30,45.76,123.45
3733,19/9/2019,Southern,592.00,484.07,46.83,61.45,100.04,151.28
3734,19/9/2019,Eastern,495.87,454.44,,,86.01,96.58
3735,19/9/2019,NorthEastern,34.94,40.09,,,33.99,22.61
3736,20/9/2019,Northern,703.00,676.92,27.00,34.89,257.05,290.70
3737,20/9/2019,Western,1287.65,1097.65,37.14,29.26,45.76,114.52
3738,20/9/2019,Southern,587.84,495.43,46.83,62.40,100.04,152.57
3739,20/9/2019,Eastern,495.87,464.31,,,86.01,98.55
3740,20/9/2019,NorthEastern,34.94,39.72,,,33.99,18.93
3741,21/9/2019,Northern,704.90,671.51,27.00,34.91,257.05,287.89
3742,21/9/2019,Western,1290.95,1096.93,37.14,38.59,45.76,111.26
3743,21/9/2019,Southern,603.84,511.45,46.83,62.08,100.04,151.89
3744,21/9/2019,Eastern,504.67,469.18,,,86.01,90.79
3745,21/9/2019,NorthEastern,34.94,39.49,,,33.99,20.27
3746,22/9/2019,Northern,704.90,598.13,27.00,35.10,257.05,268.60
3747,22/9/2019,Western,1299.62,1008.97,37.14,40.06,45.76,117.01
3748,22/9/2019,Southern,607.95,495.47,46.83,62.17,100.04,151.48
3749,22/9/2019,Eastern,509.67,448.99,,,86.01,89.36
3750,22/9/2019,NorthEastern,34.94,37.87,,,33.99,19.93
3751,23/9/2019,Northern,704.90,613.60,27.00,35.01,257.05,251.66
3752,23/9/2019,Western,1299.62,1082.19,37.14,41.31,45.76,117.55
3753,23/9/2019,Southern,607.95,545.73,46.83,62.16,100.04,153.02
3754,23/9/2019,Eastern,509.67,465.57,,,86.01,89.22
3755,23/9/2019,NorthEastern,34.94,33.49,,,33.99,23.53
3756,24/9/2019,Northern,704.90,627.61,27.00,34.94,257.05,249.15
3757,24/9/2019,Western,1299.62,1093.56,37.14,43.10,45.76,121.43
3758,24/9/2019,Southern,613.09,541.64,46.83,61.00,100.04,144.62
3759,24/9/2019,Eastern,509.67,431.02,,,86.01,92.88
3760,24/9/2019,NorthEastern,34.94,32.67,,,33.99,26.69
3761,25/9/2019,Northern,701.82,619.45,27.00,34.75,257.05,266.73
3762,25/9/2019,Western,1299.62,1058.62,37.14,43.41,45.76,127.57
3763,25/9/2019,Southern,613.09,504.92,46.83,61.13,100.04,149.71
3764,25/9/2019,Eastern,509.67,403.27,,,86.01,69.53
3765,25/9/2019,NorthEastern,34.94,31.73,,,33.99,28.60
3766,26/9/2019,Northern,701.82,559.60,27.00,34.80,257.05,271.90
3767,26/9/2019,Western,1305.42,1059.87,37.14,42.31,45.76,111.25
3768,26/9/2019,Southern,613.09,479.47,46.83,61.24,100.04,142.43
