index,Date,Region,Thermal Generation Actual (in MW),Thermal Generation Estimated (in MW),Thermal Generation Estimation Error
1638,26/7/2018,Southern,573.65,472.4,-101.25
1639,26/7/2018,Eastern,452.09,412.88,-39.21
1640,26/7/2018,NorthEastern,30.1,32.95,2.85
1641,27/7/2018,Northern,658.16,440.49,-217.67
1642,27/7/2018,Western,1108.21,1000.83,-107.38
1643,27/7/2018,Southern,573.65,479.1,-94.55
1644,27/7/2018,Eastern,452.09,424.56,-27.53
1645,27/7/2018,NorthEastern,30.1,33.58,3.48
1646,28/7/2018,Northern,658.16,452.05,-206.11
1647,28/7/2018,Western,1097.91,1036.85,-61.06
1648,28/7/2018,Southern,573.65,480.37,-93.28
1649,28/7/2018,Eastern,452.09,444.38,-7.71
1650,28/7/2018,NorthEastern,30.1,34.86,4.76
1651,29/7/2018,Northern,658.15,441.93,-216.22
1652,29/7/2018,Western,1097.91,1067.84,-30.07
1653,29/7/2018,Southern,577.65,462.69,-114.96
1654,29/7/2018,Eastern,452.09,431.32,-20.77
1655,29/7/2018,NorthEastern,30.1,32.58,2.48
1656,30/7/2018,Northern,658.15,475.79,-182.36
1657,30/7/2018,Western,1095.63,1137.68,42.05
1658,30/7/2018,Southern,586.15,494.6,-91.55
1659,30/7/2018,Eastern,452.09,474.02,21.93
1660,30/7/2018,NorthEastern,30.1,31.07,0.97
1661,31/7/2018,Northern,658.15,529.9,-128.25
1662,31/7/2018,Western,1106.43,1120.73,14.3
1663,31/7/2018,Southern,590.15,492.32,-97.83
1664,31/7/2018,Eastern,464.09,474.24,10.15
1665,31/7/2018,NorthEastern,30.1,31.28,1.18
1666,1/8/2018,Northern,669.65,558.75,-110.9
1667,1/8/2018,Western,1094.18,1134.38,40.2
1668,1/8/2018,Southern,609.71,495.37,-114.34
1669,1/8/2018,Eastern,443.45,451.18,7.73
1670,1/8/2018,NorthEastern,30.1,33.12,3.02
1671,2/8/2018,Northern,669.65,598.95,-70.7
1672,2/8/2018,Western,1104.18,1166.09,61.91
1673,2/8/2018,Southern,609.71,494.12,-115.59
1674,2/8/2018,Eastern,444.77,444.8,0.03
1675,2/8/2018,NorthEastern,30.1,32.41,2.31
1676,3/8/2018,Northern,669.65,612.07,-57.58
1677,3/8/2018,Western,1107.12,1181.37,74.25
1678,3/8/2018,Southern,609.71,512.28,-97.43
1679,3/8/2018,Eastern,444.77,455.76,10.99
1680,3/8/2018,NorthEastern,30.1,34.13,4.03
1681,4/8/2018,Northern,664.65,637.84,-26.81
1682,4/8/2018,Western,1107.12,1178.96,71.84
1683,4/8/2018,Southern,611.32,506.79,-104.53
1684,4/8/2018,Eastern,448.09,464.57,16.48
1685,4/8/2018,NorthEastern,30.1,35.77,5.67
1686,5/8/2018,Northern,667.84,612.98,-54.86
1687,5/8/2018,Western,1101.07,1144.45,43.38
1688,5/8/2018,Southern,611.32,477.93,-133.39
1689,5/8/2018,Eastern,444.09,451.04,6.95
1690,5/8/2018,NorthEastern,30.1,33.87,3.77
1691,6/8/2018,Northern,667.84,594.42,-73.42
1692,6/8/2018,Western,1106.92,1166.65,59.73
1693,6/8/2018,Southern,611.32,498.24,-113.08
1694,6/8/2018,Eastern,445.4,444.86,-0.54
1695,6/8/2018,NorthEastern,30.1,31.16,1.06
1696,7/8/2018,Northern,656.82,625.15,-31.67
1697,7/8/2018,Western,1106.92,1214.15,107.23
1698,7/8/2018,Southern,611.32,495.79,-115.53
1699,7/8/2018,Eastern,445.4,453.8,8.4
1700,7/8/2018,NorthEastern,30.1,34.48,4.38
1701,8/8/2018,Northern,655.94,637.84,-18.1
1702,8/8/2018,Western,1106.92,1262.6,155.68
1703,8/8/2018,Southern,611.32,469.21,-142.11
1704,8/8/2018,Eastern,445.4,453.1,7.7
1705,8/8/2018,NorthEastern,30.1,35.48,5.38
1706,9/8/2018,Northern,655.94,672.69,16.75
1707,9/8/2018,Western,1117.18,1243.99,126.81
1708,9/8/2018,Southern,611.32,486.37,-124.95
1709,9/8/2018,Eastern,445.4,466.52,21.12
1710,9/8/2018,NorthEastern,30.1,34.88,4.78
1711,10/8/2018,Northern,655.94,717.07,61.13
1712,10/8/2018,Western,1111.98,1231.8,119.82
1713,10/8/2018,Southern,610.87,479.03,-131.84
1714,10/8/2018,Eastern,430.87,465.25,34.38
1715,10/8/2018,NorthEastern,30.1,36.55,6.45
1716,11/8/2018,Northern,655.94,670,14.06
1717,11/8/2018,Western,1127.98,1183.94,55.96
1718,11/8/2018,Southern,610.87,445.82,-165.05
1719,11/8/2018,Eastern,430.87,449.78,18.91
1720,11/8/2018,NorthEastern,30.1,32.16,2.06
1721,12/8/2018,Northern,656.79,596.89,-59.9
1722,12/8/2018,Western,1127.98,1141.18,13.2
1723,12/8/2018,Southern,610.87,369.84,-241.03
1724,12/8/2018,Eastern,430.87,427.46,-3.41
1725,12/8/2018,NorthEastern,30.1,30.52,0.42
1726,13/8/2018,Northern,657.67,629.39,-28.28
1727,13/8/2018,Western,1127.98,1204.19,76.21
1728,13/8/2018,Southern,610.87,390.39,-220.48
1729,13/8/2018,Eastern,430.87,432.54,1.67
1730,13/8/2018,NorthEastern,30.1,30.71,0.61
1731,14/8/2018,Northern,660.9,649.18,-11.72
1732,14/8/2018,Western,1127.98,1247.33,119.35
1733,14/8/2018,Southern,610.87,422.99,-187.88
1734,14/8/2018,Eastern,430.87,441.61,10.74
1735,14/8/2018,NorthEastern,30.1,31.74,1.64
1736,15/8/2018,Northern,660.9,578.89,-82.01
1737,15/8/2018,Western,1136.13,1174.45,38.32
1738,15/8/2018,Southern,597.37,377.84,-219.53
1739,15/8/2018,Eastern,423.84,412.94,-10.9
1740,15/8/2018,NorthEastern,30.1,31.5,1.4
1741,16/8/2018,Northern,660.9,594.69,-66.21
1742,16/8/2018,Western,1135.88,1167.52,31.64
1743,16/8/2018,Southern,608.87,366.79,-242.08
1744,16/8/2018,Eastern,423.84,431.46,7.62
1745,16/8/2018,NorthEastern,30.1,35.28,5.18
1746,17/8/2018,Northern,660.9,616.72,-44.18
1747,17/8/2018,Western,1133.25,1136.54,3.29
1748,17/8/2018,Southern,605.37,378.49,-226.88
1749,17/8/2018,Eastern,423.84,457.02,33.18
1750,17/8/2018,NorthEastern,30.1,35.43,5.33
1751,18/8/2018,Northern,660.89,636.59,-24.3
1752,18/8/2018,Western,1147.25,1153.62,6.37
1753,18/8/2018,Southern,605.37,403.04,-202.33
1754,18/8/2018,Eastern,423.84,463.7,39.86
1755,18/8/2018,NorthEastern,30.1,35.11,5.01
1756,19/8/2018,Northern,658.54,574.75,-83.79
1757,19/8/2018,Western,1162.48,1114.6,-47.88
1758,19/8/2018,Southern,608.83,373.17,-235.66
1759,19/8/2018,Eastern,423.84,432.6,8.76
1760,19/8/2018,NorthEastern,30.1,35,4.9
1761,20/8/2018,Northern,658.54,601.75,-56.79
1762,20/8/2018,Western,1159.17,1137.21,-21.96
1763,20/8/2018,Southern,608.83,381.15,-227.68
1764,20/8/2018,Eastern,413.73,418.84,5.11
1765,20/8/2018,NorthEastern,30.1,34.06,3.96
1766,21/8/2018,Northern,659.25,639.59,-19.66
1767,21/8/2018,Western,1151.31,1103.5,-47.81
1768,21/8/2018,Southern,608.83,399,-209.83
1769,21/8/2018,Eastern,415.73,442.74,27.01
1770,21/8/2018,NorthEastern,30.1,34.15,4.05
1771,22/8/2018,Northern,659.25,640.74,-18.51
1772,22/8/2018,Western,1163.35,1085.88,-77.47
1773,22/8/2018,Southern,600.07,443.34,-156.73
1774,22/8/2018,Eastern,415.73,453.1,37.37
1775,22/8/2018,NorthEastern,30.1,33.8,3.7
1776,23/8/2018,Northern,657.25,589.8,-67.45
1777,23/8/2018,Western,1145.98,1086.44,-59.54
1778,23/8/2018,Southern,613.62,483.46,-130.16
1779,23/8/2018,Eastern,419.4,444.75,25.35
1780,23/8/2018,NorthEastern,30.1,25.96,-4.14
1781,24/8/2018,Northern,654.9,591,-63.9
1782,24/8/2018,Western,1141.85,1118.11,-23.74
1783,24/8/2018,Southern,611.57,489.77,-121.8
1784,24/8/2018,Eastern,419.4,440.34,20.94
1785,24/8/2018,NorthEastern,30.1,24.05,-6.05
1786,25/8/2018,Northern,654.9,583.58,-71.32
1787,25/8/2018,Western,1147.45,1113.81,-33.64
1788,25/8/2018,Southern,611.57,493.43,-118.14
1789,25/8/2018,Eastern,419.4,400.78,-18.62
1790,25/8/2018,NorthEastern,30.1,24.47,-5.63
1791,26/8/2018,Northern,656.9,560.91,-95.99
1792,26/8/2018,Western,1150.62,1026.11,-124.51
1793,26/8/2018,Southern,611.57,444.07,-167.5
1794,26/8/2018,Eastern,424.9,389.36,-35.54
1795,26/8/2018,NorthEastern,30.1,23.87,-6.23
1796,27/8/2018,Northern,659.25,591.06,-68.19
1797,27/8/2018,Western,1160.8,1137.88,-22.92
1798,27/8/2018,Southern,611.57,454.14,-157.43
1799,27/8/2018,Eastern,424.9,411.18,-13.72
1800,27/8/2018,NorthEastern,30.1,24.47,-5.63
1801,28/8/2018,Northern,659.25,600.52,-58.73
1802,28/8/2018,Western,1161.67,1172.05,10.38
1803,28/8/2018,Southern,611.57,470.85,-140.72
1804,28/8/2018,Eastern,423.42,419.95,-3.47
1805,28/8/2018,NorthEastern,30.1,25.29,-4.81
1806,29/8/2018,Northern,669.47,592.21,-77.26
1807,29/8/2018,Western,1161.67,1176.09,14.42
1808,29/8/2018,Southern,611.57,483.9,-127.67
1809,29/8/2018,Eastern,423.42,421.45,-1.97
1810,29/8/2018,NorthEastern,30.1,26.14,-3.96
1811,30/8/2018,Northern,669.47,588.29,-81.18
1812,30/8/2018,Western,1189.67,1176.64,-13.03
1813,30/8/2018,Southern,612.02,490.18,-121.84
1814,30/8/2018,Eastern,423.42,415.05,-8.37
1815,30/8/2018,NorthEastern,30.1,25.58,-4.52
1816,1/9/2018,Northern,668.23,572.74,-95.49
1817,1/9/2018,Western,1166.94,1164.28,-2.66
1818,1/9/2018,Southern,608.37,465.85,-142.52
1819,1/9/2018,Eastern,418.45,412.97,-5.48
1820,1/9/2018,NorthEastern,30.22,24.28,-5.94
1821,2/9/2018,Northern,668.23,515.2,-153.03
1822,2/9/2018,Western,1166.94,1089.73,-77.21
1823,2/9/2018,Southern,608.37,455.47,-152.9
1824,2/9/2018,Eastern,418.45,384.66,-33.79
1825,2/9/2018,NorthEastern,30.22,23.26,-6.96
1826,3/9/2018,Northern,668.23,481.95,-186.28
1827,3/9/2018,Western,1166.94,1079.69,-87.25
1828,3/9/2018,Southern,608.37,520.26,-88.11
1829,3/9/2018,Eastern,418.45,405.33,-13.12
1830,3/9/2018,NorthEastern,30.22,24.3,-5.92
1831,4/9/2018,Northern,668.23,505.89,-162.34
1832,4/9/2018,Western,1170.43,1113.02,-57.41
1833,4/9/2018,Southern,611.63,550.8,-60.83
1834,4/9/2018,Eastern,418.45,422.21,3.76
1835,4/9/2018,NorthEastern,30.22,24.53,-5.69
1836,5/9/2018,Northern,663.73,520.26,-143.47
1837,5/9/2018,Western,1170.43,1136.34,-34.09
1838,5/9/2018,Southern,611.63,537.43,-74.2
1839,5/9/2018,Eastern,433.26,425.18,-8.08
1840,5/9/2018,NorthEastern,30.22,23.94,-6.28
1841,6/9/2018,Northern,663.73,547.92,-115.81
1842,6/9/2018,Western,1170.43,1148.85,-21.58
1843,6/9/2018,Southern,607.63,542.91,-64.72
1844,6/9/2018,Eastern,433.26,413.39,-19.87
1845,6/9/2018,NorthEastern,30.22,24.78,-5.44
1846,7/9/2018,Northern,667.36,540.58,-126.78
1847,7/9/2018,Western,1170.43,1171.72,1.29
1848,7/9/2018,Southern,611.13,546.58,-64.55
1849,7/9/2018,Eastern,433.26,414.15,-19.11
1850,7/9/2018,NorthEastern,30.22,26.68,-3.54
1851,8/9/2018,Northern,665.65,524.27,-141.38
1852,8/9/2018,Western,1159.43,1167.67,8.24
1853,8/9/2018,Southern,611.13,570.63,-40.5
1854,8/9/2018,Eastern,433.26,431.96,-1.3
1855,8/9/2018,NorthEastern,30.22,28.5,-1.72
1856,9/9/2018,Northern,665.65,521.77,-143.88
1857,9/9/2018,Western,1150.81,1163.31,12.5
1858,9/9/2018,Southern,608,593.76,-14.24
1859,9/9/2018,Eastern,433.26,446.75,13.49
1860,9/9/2018,NorthEastern,30.22,28.51,-1.71
1861,10/9/2018,Northern,665.65,575.2,-90.45
1862,10/9/2018,Western,1150.81,1241.1,90.29
1863,10/9/2018,Southern,608,627.94,19.94
1864,10/9/2018,Eastern,428.15,436.22,8.07
1865,10/9/2018,NorthEastern,30.22,26.89,-3.33
1866,11/9/2018,Northern,665.65,609.14,-56.51
1867,11/9/2018,Western,1154.26,1265.69,111.43
1868,11/9/2018,Southern,608,655.91,47.91
1869,11/9/2018,Eastern,431.25,429.86,-1.39
1870,11/9/2018,NorthEastern,30.22,25.14,-5.08
1871,12/9/2018,Northern,665.65,608.03,-57.62
1872,12/9/2018,Western,1154.26,1280.7,126.44
1873,12/9/2018,Southern,608,649.45,41.45
1874,12/9/2018,Eastern,431.25,431.75,0.5
1875,12/9/2018,NorthEastern,30.22,26.89,-3.33
1876,13/9/2018,Northern,670.59,612.35,-58.24
1877,13/9/2018,Western,1154.26,1287.01,132.75
1878,13/9/2018,Southern,616.72,632.67,15.95
1879,13/9/2018,Eastern,431.25,440.92,9.67
1880,13/9/2018,NorthEastern,30.22,32.14,1.92
1881,14/9/2018,Northern,670.59,651.34,-19.25
1882,14/9/2018,Western,1156.38,1326.22,169.84
1883,14/9/2018,Southern,631.14,669.48,38.34
1884,14/9/2018,Eastern,449.66,439.14,-10.52
1885,14/9/2018,NorthEastern,30.22,34.28,4.06
1886,15/9/2018,Northern,667.38,681.46,14.08
1887,15/9/2018,Western,1166.01,1328.39,162.38
1888,15/9/2018,Southern,631.14,680.96,49.82
1889,15/9/2018,Eastern,449.66,439.53,-10.13
1890,15/9/2018,NorthEastern,30.22,32.37,2.15
1891,16/9/2018,Northern,667.38,726.81,59.43
1892,16/9/2018,Western,1168.74,1330.25,161.51
1893,16/9/2018,Southern,631.14,640.53,9.39
1894,16/9/2018,Eastern,456.4,433.39,-23.01
1895,16/9/2018,NorthEastern,30.22,31.13,0.91
1896,17/9/2018,Northern,667.38,758.82,91.44
1897,17/9/2018,Western,1168.74,1331.84,163.1
1898,17/9/2018,Southern,631.14,611.05,-20.09
1899,17/9/2018,Eastern,456.4,429.61,-26.79
1900,17/9/2018,NorthEastern,30.22,32.52,2.3
1901,18/9/2018,Northern,666.5,776.69,110.19
1902,18/9/2018,Western,1166.43,1346.55,180.12
1903,18/9/2018,Southern,631.14,597.46,-33.68
1904,18/9/2018,Eastern,456.4,440.48,-15.92
1905,18/9/2018,NorthEastern,30.22,32.25,2.03
1906,19/9/2018,Northern,666.5,775.72,109.22
1907,19/9/2018,Western,1169.35,1348.95,179.6
1908,19/9/2018,Southern,631.14,620.16,-10.98
1909,19/9/2018,Eastern,456.4,443.39,-13.01
1910,19/9/2018,NorthEastern,30.22,28.4,-1.82
1911,20/9/2018,Northern,656.61,761.68,105.07
1912,20/9/2018,Western,1169.35,1336.26,166.91
1913,20/9/2018,Southern,631.14,641.94,10.8
1914,20/9/2018,Eastern,456.4,430.71,-25.69
1915,20/9/2018,NorthEastern,30.22,26.57,-3.65
1916,21/9/2018,Northern,656.61,725.84,69.23
1917,21/9/2018,Western,1169.35,1294.6,125.25
1918,21/9/2018,Southern,631.54,609.09,-22.45
1919,21/9/2018,Eastern,456.4,386.48,-69.92
1920,21/9/2018,NorthEastern,30.22,27.1,-3.12
1921,22/9/2018,Northern,656.61,546.35,-110.26
1922,22/9/2018,Western,1189.57,1174.42,-15.15
1923,22/9/2018,Southern,630.87,607.72,-23.15
1924,22/9/2018,Eastern,456.4,402.19,-54.21
1925,22/9/2018,NorthEastern,30.22,27.75,-2.47
1926,23/9/2018,Northern,657.49,459.46,-198.03
1927,23/9/2018,Western,1189.57,1121.92,-67.65
1928,23/9/2018,Southern,641.37,628.28,-13.09
1929,23/9/2018,Eastern,456.4,412.32,-44.08
1930,23/9/2018,NorthEastern,30.22,27.51,-2.71
1931,24/9/2018,Northern,657.49,476.06,-181.43
1932,24/9/2018,Western,1189.57,1200.82,11.25
1933,24/9/2018,Southern,641.37,669.62,28.25
1934,24/9/2018,Eastern,456.4,409.62,-46.78
1935,24/9/2018,NorthEastern,30.22,28.68,-1.54
1936,25/9/2018,Northern,661.99,535.65,-126.34
1937,25/9/2018,Western,1192.31,1241.03,48.72
1938,25/9/2018,Southern,641.37,667.33,25.96
1939,25/9/2018,Eastern,462.23,411.31,-50.92
1940,25/9/2018,NorthEastern,30.22,27.49,-2.73
1941,26/9/2018,Northern,661.99,582.01,-79.98
1942,26/9/2018,Western,1213.93,1286.24,72.31
1943,26/9/2018,Southern,641.37,652.26,10.89
1944,26/9/2018,Eastern,462.23,423.29,-38.94
1945,26/9/2018,NorthEastern,30.22,28.84,-1.38
1946,27/9/2018,Northern,661.99,644.17,-17.82
1947,27/9/2018,Western,1213.93,1274.07,60.14
1948,27/9/2018,Southern,641.37,644.39,3.02
1949,27/9/2018,Eastern,466.73,422.83,-43.9
1950,27/9/2018,NorthEastern,30.22,27.92,-2.3
1951,28/9/2018,Northern,661.99,684.78,22.79
1952,28/9/2018,Western,1213.93,1280.45,66.52
1953,28/9/2018,Southern,641.37,664.65,23.28
1954,28/9/2018,Eastern,466.73,423.77,-42.96
1955,28/9/2018,NorthEastern,30.22,29.44,-0.78
1956,29/9/2018,Northern,661.99,717.95,55.96
1957,29/9/2018,Western,1213.93,1289.91,75.98
1958,29/9/2018,Southern,641.37,658.84,17.47
1959,29/9/2018,Eastern,466.73,418.95,-47.78
1960,29/9/2018,NorthEastern,30.22,29.21,-1.01
1961,30/9/2018,Northern,661.99,709.58,47.59
1962,30/9/2018,Western,1213.93,1256.4,42.47
1963,30/9/2018,Southern,641.37,638.37,-3
1964,30/9/2018,Eastern,467.79,397.99,-69.8
1965,30/9/2018,NorthEastern,30.22,28.98,-1.24
1966,1/10/2018,Northern,647.58,761.93,114.35
1967,1/10/2018,Western,1221.79,1312.85,91.06
1968,1/10/2018,Southern,632.48,615.65,-16.83
1969,1/10/2018,Eastern,485.84,409.69,-76.15
1970,1/10/2018,NorthEastern,31.58,27.14,-4.44
1971,2/10/2018,Northern,647.58,755.16,107.58
1972,2/10/2018,Western,1232.47,1283.34,50.87
1973,2/10/2018,Southern,632.48,612.44,-20.04
1974,2/10/2018,Eastern,485.84,414.87,-70.97
1975,2/10/2018,NorthEastern,31.58,29.06,-2.52
1976,3/10/2018,Northern,647.58,790.07,142.49
1977,3/10/2018,Western,1232.47,1325.1,92.63
1978,3/10/2018,Southern,628.48,633.93,5.45
1979,3/10/2018,Eastern,485.84,428.21,-57.63
1980,3/10/2018,NorthEastern,31.58,29.26,-2.32
1981,4/10/2018,Northern,647.58,813.52,165.94
1982,4/10/2018,Western,1232.47,1345.91,113.44
1983,4/10/2018,Southern,628.48,604.64,-23.84
1984,4/10/2018,Eastern,485.84,420.27,-65.57
1985,4/10/2018,NorthEastern,31.58,30.73,-0.85
1986,5/10/2018,Northern,650.77,801.68,150.91
1987,5/10/2018,Western,1232.47,1330.33,97.86
1988,5/10/2018,Southern,628.48,621.6,-6.88
1989,5/10/2018,Eastern,485.84,418.07,-67.77
1990,5/10/2018,NorthEastern,31.58,30.84,-0.74
1991,6/10/2018,Northern,650.77,768.3,117.53
1992,6/10/2018,Western,1232.47,1335.65,103.18
1993,6/10/2018,Southern,632.56,615.93,-16.63
1994,6/10/2018,Eastern,485.84,427.52,-58.32
1995,6/10/2018,NorthEastern,31.58,30.35,-1.23
1996,7/10/2018,Northern,650.77,742.31,91.54
1997,7/10/2018,Western,1232.47,1319.45,86.98
1998,7/10/2018,Southern,632.56,608.78,-23.78
1999,7/10/2018,Eastern,485.84,440.85,-44.99
2000,7/10/2018,NorthEastern,31.58,30.26,-1.32
2001,8/10/2018,Northern,650.77,775.52,124.75
2002,8/10/2018,Western,1246.64,1315.81,69.17
2003,8/10/2018,Southern,632.56,638.85,6.29
2004,8/10/2018,Eastern,485.84,467.98,-17.86
2005,8/10/2018,NorthEastern,31.58,31.64,0.06
2006,9/10/2018,Northern,653.12,772.09,118.97
2007,9/10/2018,Western,1246.64,1318.28,71.64
2008,9/10/2018,Southern,632.56,629.48,-3.08
2009,9/10/2018,Eastern,485.84,467.88,-17.96
2010,9/10/2018,NorthEastern,31.58,31.35,-0.23
2011,10/10/2018,Northern,653.12,802.3,149.18
2012,10/10/2018,Western,1246.64,1330.67,84.03
2013,10/10/2018,Southern,632.56,618.37,-14.19
2014,10/10/2018,Eastern,485.84,485.95,0.11
2015,10/10/2018,NorthEastern,31.58,32.13,0.55
2016,11/10/2018,Northern,653.12,742.6,89.48
2017,11/10/2018,Western,1246.64,1362.35,115.71
2018,11/10/2018,Southern,637.18,608.11,-29.07
2019,11/10/2018,Eastern,485.84,451.91,-33.93
2020,11/10/2018,NorthEastern,31.58,32.13,0.55
2021,12/10/2018,Northern,650.64,689.4,38.76
2022,12/10/2018,Western,1246.64,1361.24,114.6
2023,12/10/2018,Southern,637.78,635.39,-2.39
2024,12/10/2018,Eastern,485.84,447.86,-37.98
2025,12/10/2018,NorthEastern,31.58,31.08,-0.5
2026,13/10/2018,Northern,652.27,669.66,17.39
2027,13/10/2018,Western,1250.27,1345.94,95.67
2028,13/10/2018,Southern,637.78,631.52,-6.26
2029,13/10/2018,Eastern,481.42,470.32,-11.1
2030,13/10/2018,NorthEastern,31.58,31.29,-0.29
2031,14/10/2018,Northern,652.27,623.41,-28.86
2032,14/10/2018,Western,1250.27,1323.98,73.71
2033,14/10/2018,Southern,637.78,628.1,-9.68
2034,14/10/2018,Eastern,481.42,479.66,-1.76
2035,14/10/2018,NorthEastern,31.58,31.06,-0.52
2036,15/10/2018,Northern,648.53,658.97,10.44
2037,15/10/2018,Western,1250.27,1365.58,115.31
2038,15/10/2018,Southern,636.21,650.71,14.5
2039,15/10/2018,Eastern,481.42,477.19,-4.23
2040,15/10/2018,NorthEastern,31.58,32.18,0.6
2041,16/10/2018,Northern,641.27,696.22,54.95
2042,16/10/2018,Western,1250.27,1349.64,99.37
2043,16/10/2018,Southern,630.12,638.28,8.16
2044,16/10/2018,Eastern,481.42,477.09,-4.33
2045,16/10/2018,NorthEastern,31.58,32.06,0.48
2046,17/10/2018,Northern,641.27,704.89,63.62
2047,17/10/2018,Western,1250.27,1345.88,95.61
2048,17/10/2018,Southern,630.12,618.55,-11.57
2049,17/10/2018,Eastern,484.42,478.79,-5.63
2050,17/10/2018,NorthEastern,31.58,28.97,-2.61
2051,18/10/2018,Northern,641.27,695.58,54.31
2052,18/10/2018,Western,1250.27,1292.18,41.91
2053,18/10/2018,Southern,630.12,567.83,-62.29
2054,18/10/2018,Eastern,484.42,483.23,-1.19
2055,18/10/2018,NorthEastern,31.58,32.2,0.62
2056,19/10/2018,Northern,645.59,671.21,25.62
2057,19/10/2018,Western,1247.52,1298.47,50.95
2058,19/10/2018,Southern,630.12,564.46,-65.66
2059,19/10/2018,Eastern,484.42,469.26,-15.16
2060,19/10/2018,NorthEastern,31.58,33.32,1.74
2061,20/10/2018,Northern,647.59,657.07,9.48
2062,20/10/2018,Western,1247.52,1345.47,97.95
2063,20/10/2018,Southern,630.12,578.73,-51.39
2064,20/10/2018,Eastern,484.42,463.89,-20.53
2065,20/10/2018,NorthEastern,31.58,34.03,2.45
2066,21/10/2018,Northern,645.29,665.63,20.34
2067,21/10/2018,Western,1247.52,1331.81,84.29
2068,21/10/2018,Southern,630.42,571.12,-59.3
2069,21/10/2018,Eastern,484.42,453.43,-30.99
2070,21/10/2018,NorthEastern,31.58,38.04,6.46
2071,22/10/2018,Northern,645.29,669.64,24.35
2072,22/10/2018,Western,1247.52,1370.1,122.58
2073,22/10/2018,Southern,630.42,578.75,-51.67
2074,22/10/2018,Eastern,484.42,452.26,-32.16
2075,22/10/2018,NorthEastern,31.58,35.56,3.98
2076,23/10/2018,Northern,645.66,694.64,48.98
2077,23/10/2018,Western,1247.52,1387.7,140.18
2078,23/10/2018,Southern,630.42,588.86,-41.56
2079,23/10/2018,Eastern,484.42,455.06,-29.36
2080,23/10/2018,NorthEastern,31.58,31.15,-0.43
2081,24/10/2018,Northern,646.14,692.44,46.3
2082,24/10/2018,Western,1247.52,1393.4,145.88
2083,24/10/2018,Southern,630.42,604.77,-25.65
2084,24/10/2018,Eastern,484.42,449.08,-35.34
2085,24/10/2018,NorthEastern,31.58,31.27,-0.31
2086,25/10/2018,Northern,646.14,691.85,45.71
2087,25/10/2018,Western,1247.52,1390.56,143.04
2088,25/10/2018,Southern,633.56,609.07,-24.49
2089,25/10/2018,Eastern,484.42,446.89,-37.53
2090,25/10/2018,NorthEastern,31.58,31.66,0.08
2091,26/10/2018,Northern,646.14,681.23,35.09
2092,26/10/2018,Western,1258.44,1358.71,100.27
2093,26/10/2018,Southern,646.73,594.18,-52.55
2094,26/10/2018,Eastern,484.42,449.66,-34.76
2095,26/10/2018,NorthEastern,31.58,32.14,0.56
2096,27/10/2018,Northern,646.14,665.25,19.11
2097,27/10/2018,Western,1258.44,1361.94,103.5
2098,27/10/2018,Southern,646.73,586.84,-59.89
2099,27/10/2018,Eastern,484.42,454.06,-30.36
2100,27/10/2018,NorthEastern,31.58,33.01,1.43
2101,28/10/2018,Northern,646.14,629.5,-16.64
2102,28/10/2018,Western,1258.44,1287.2,28.76
2103,28/10/2018,Southern,646.73,584.23,-62.5
2104,28/10/2018,Eastern,484.42,451.77,-32.65
2105,28/10/2018,NorthEastern,31.58,33.75,2.17
2106,29/10/2018,Northern,648.71,644.4,-4.31
2107,29/10/2018,Western,1262.44,1330.91,68.47
2108,29/10/2018,Southern,646.73,592.2,-54.53
2109,29/10/2018,Eastern,482.31,453.45,-28.86
2110,29/10/2018,NorthEastern,31.58,37.58,6
2111,30/10/2018,Northern,649.02,658.65,9.63
2112,30/10/2018,Western,1262.44,1338,75.56
2113,30/10/2018,Southern,646.73,598.76,-47.97
2114,30/10/2018,Eastern,482.31,454.38,-27.93
2115,30/10/2018,NorthEastern,31.58,38.58,7
2116,31/10/2018,Northern,657.02,662.95,5.93
2117,31/10/2018,Western,1262.44,1344.11,81.67
2118,31/10/2018,Southern,647.42,603.39,-44.03
2119,31/10/2018,Eastern,482.31,471.8,-10.51
2120,31/10/2018,NorthEastern,31.58,37.51,5.93
2121,1/11/2018,Northern,655.95,682.75,26.8
2122,1/11/2018,Western,1243.87,1330.75,86.88
2123,1/11/2018,Southern,625.78,608.55,-17.23
2124,1/11/2018,Eastern,482.39,485.87,3.48
2125,1/11/2018,NorthEastern,31.75,36.11,4.36
2126,2/11/2018,Northern,659.28,691,31.72
2127,2/11/2018,Western,1243.87,1334.26,90.39
2128,2/11/2018,Southern,629.85,590.93,-38.92
2129,2/11/2018,Eastern,482.39,488.04,5.65
2130,2/11/2018,NorthEastern,31.75,33.82,2.07
2131,3/11/2018,Northern,659.42,666.76,7.34
2132,3/11/2018,Western,1243.87,1321.97,78.1
2133,3/11/2018,Southern,629.85,562.06,-67.79
2134,3/11/2018,Eastern,482.39,485.63,3.24
2135,3/11/2018,NorthEastern,31.75,34.16,2.41
2136,4/11/2018,Northern,661.61,611.83,-49.78
2137,4/11/2018,Western,1243.87,1261.15,17.28
2138,4/11/2018,Southern,631.44,541.58,-89.86
2139,4/11/2018,Eastern,482.39,479,-3.39
2140,4/11/2018,NorthEastern,31.75,33.98,2.23
2141,5/11/2018,Northern,662.15,659.36,-2.79
2142,5/11/2018,Western,1243.17,1293.61,50.44
2143,5/11/2018,Southern,631.44,581.45,-49.99
2144,5/11/2018,Eastern,484.51,478.04,-6.47
