index,Date,Region,Thermal Generation Actual (in MW),Thermal Generation Estimated (in MW),Thermal Generation Estimation Error
2651,15/2/2019,Northern,664.91,560.88,-104.03
2652,15/2/2019,Western,1228,1173.34,-54.66
2653,15/2/2019,Southern,670.34,616.31,-54.03
2654,15/2/2019,Eastern,497.1,508.54,11.44
2655,15/2/2019,NorthEastern,31.81,37.58,5.77
2656,16/2/2019,Northern,664.91,552.17,-112.74
2657,16/2/2019,Western,1228,1177.73,-50.27
2658,16/2/2019,Southern,670.34,610.62,-59.72
2659,16/2/2019,Eastern,497.1,486.64,-10.46
2660,16/2/2019,NorthEastern,31.81,36.43,4.62
2661,17/2/2019,Northern,664.91,521.9,-143.01
2662,17/2/2019,Western,1229.92,1200.74,-29.18
2663,17/2/2019,Southern,670.34,608.85,-61.49
2664,17/2/2019,Eastern,497.1,459.92,-37.18
2665,17/2/2019,NorthEastern,31.81,34.79,2.98
2666,18/2/2019,Northern,664.91,529.11,-135.8
2667,18/2/2019,Western,1232.19,1207.08,-25.11
2668,18/2/2019,Southern,661.63,647.09,-14.54
2669,18/2/2019,Eastern,497.1,467.47,-29.63
2670,18/2/2019,NorthEastern,31.81,35.91,4.1
2671,19/2/2019,Northern,664.91,548.52,-116.39
2672,19/2/2019,Western,1247.79,1251,3.21
2673,19/2/2019,Southern,661.63,656.33,-5.3
2674,19/2/2019,Eastern,497.1,489.08,-8.02
2675,19/2/2019,NorthEastern,31.81,37.01,5.2
2676,20/2/2019,Northern,664.88,557.39,-107.49
2677,20/2/2019,Western,1244.58,1267.89,23.31
2678,20/2/2019,Southern,661.63,639.09,-22.54
2679,20/2/2019,Eastern,497.1,478.85,-18.25
2680,20/2/2019,NorthEastern,31.81,34.24,2.43
2681,21/2/2019,Northern,665.92,534.44,-131.48
2682,21/2/2019,Western,1254.08,1278.5,24.42
2683,21/2/2019,Southern,661.63,621.51,-40.12
2684,21/2/2019,Eastern,504.35,489.9,-14.45
2685,21/2/2019,NorthEastern,31.81,37.05,5.24
2686,22/2/2019,Northern,665.06,526.58,-138.48
2687,22/2/2019,Western,1254.08,1273.5,19.42
2688,22/2/2019,Southern,661.63,602.42,-59.21
2689,22/2/2019,Eastern,504.35,506.59,2.24
2690,22/2/2019,NorthEastern,31.81,39.02,7.21
2691,23/2/2019,Northern,665.06,532.44,-132.62
2692,23/2/2019,Western,1254.08,1259.91,5.83
2693,23/2/2019,Southern,661.63,594.2,-67.43
2694,23/2/2019,Eastern,504.35,511.51,7.16
2695,23/2/2019,NorthEastern,31.81,38.42,6.61
2696,24/2/2019,Northern,670.86,523.2,-147.66
2697,24/2/2019,Western,1254.08,1227.41,-26.67
2698,24/2/2019,Southern,661.63,577.16,-84.47
2699,24/2/2019,Eastern,504.35,500.31,-4.04
2700,24/2/2019,NorthEastern,31.81,36.66,4.85
2701,25/2/2019,Northern,670.86,536.52,-134.34
2702,25/2/2019,Western,1254.08,1253.33,-0.75
2703,25/2/2019,Southern,661.63,621.28,-40.35
2704,25/2/2019,Eastern,504.35,482.66,-21.69
2705,25/2/2019,NorthEastern,31.81,37.5,5.69
2706,26/2/2019,Northern,670.86,525.83,-145.03
2707,26/2/2019,Western,1264.41,1244.56,-19.85
2708,26/2/2019,Southern,661.63,640.49,-21.14
2709,26/2/2019,Eastern,504.35,485.83,-18.52
2710,26/2/2019,NorthEastern,31.81,37.93,6.12
2711,27/2/2019,Northern,670.86,506.96,-163.9
2712,27/2/2019,Western,1264.41,1251.32,-13.09
2713,27/2/2019,Southern,661.63,659.53,-2.1
2714,27/2/2019,Eastern,504.35,473.7,-30.65
2715,27/2/2019,NorthEastern,31.81,37.38,5.57
2716,28/2/2019,Northern,673.21,527.94,-145.27
2717,28/2/2019,Western,1269.41,1277.59,8.18
2718,28/2/2019,Southern,661.63,644.5,-17.13
2719,28/2/2019,Eastern,504.35,480.02,-24.33
2720,28/2/2019,NorthEastern,31.81,37.1,5.29
2721,1/3/2019,Northern,668.42,553.92,-114.5
2722,1/3/2019,Western,1270.71,1286.4,15.69
2723,1/3/2019,Southern,657.97,670.79,12.82
2724,1/3/2019,Eastern,504.47,464.87,-39.6
2725,1/3/2019,NorthEastern,31.7,37.45,5.75
2726,2/3/2019,Northern,668.42,527.42,-141
2727,2/3/2019,Western,1270.71,1271.02,0.31
2728,2/3/2019,Southern,657.97,630.77,-27.2
2729,2/3/2019,Eastern,504.47,466.76,-37.71
2730,2/3/2019,NorthEastern,31.7,38.17,6.47
2731,3/3/2019,Northern,668.42,465.57,-202.85
2732,3/3/2019,Western,1270.71,1235.12,-35.59
2733,3/3/2019,Southern,657.97,629.83,-28.14
2734,3/3/2019,Eastern,504.47,475.35,-29.12
2735,3/3/2019,NorthEastern,31.7,37.3,5.6
2736,4/3/2019,Northern,669.28,487.66,-181.62
2737,4/3/2019,Western,1270.71,1249.82,-20.89
2738,4/3/2019,Southern,657.97,672.94,14.97
2739,4/3/2019,Eastern,504.47,479.64,-24.83
2740,4/3/2019,NorthEastern,31.7,36.08,4.38
2741,5/3/2019,Northern,669.28,502.11,-167.17
2742,5/3/2019,Western,1270.71,1282.53,11.82
2743,5/3/2019,Southern,657.97,673.52,15.55
2744,5/3/2019,Eastern,504.47,492.45,-12.02
2745,5/3/2019,NorthEastern,31.7,37.14,5.44
2746,6/3/2019,Northern,671.43,525.3,-146.13
2747,6/3/2019,Western,1270.71,1289.83,19.12
2748,6/3/2019,Southern,657.97,677.88,19.91
2749,6/3/2019,Eastern,504.47,490.23,-14.24
2750,6/3/2019,NorthEastern,31.7,36.81,5.11
2751,7/3/2019,Northern,668.95,553.11,-115.84
2752,7/3/2019,Western,1270.71,1300.96,30.25
2753,7/3/2019,Southern,657.97,681.83,23.86
2754,7/3/2019,Eastern,504.47,502.32,-2.15
2755,7/3/2019,NorthEastern,31.7,31.51,-0.19
2756,8/3/2019,Northern,669.81,552.36,-117.45
2757,8/3/2019,Western,1270.71,1297.64,26.93
2758,8/3/2019,Southern,657.97,671.8,13.83
2759,8/3/2019,Eastern,504.47,493.33,-11.14
2760,8/3/2019,NorthEastern,31.7,31.08,-0.62
2761,9/3/2019,Northern,669.81,553.17,-116.64
2762,9/3/2019,Western,1270.71,1281.24,10.53
2763,9/3/2019,Southern,657.97,670.04,12.07
2764,9/3/2019,Eastern,504.47,501.3,-3.17
2765,9/3/2019,NorthEastern,31.7,28.92,-2.78
2766,10/3/2019,Northern,669.81,541.58,-128.23
2767,10/3/2019,Western,1270.71,1272.54,1.83
2768,10/3/2019,Southern,657.97,654.47,-3.5
2769,10/3/2019,Eastern,504.47,518.35,13.88
2770,10/3/2019,NorthEastern,31.7,37.1,5.4
2771,11/3/2019,Northern,669.81,555.94,-113.87
2772,11/3/2019,Western,1270.71,1290.87,20.16
2773,11/3/2019,Southern,666.68,674.99,8.31
2774,11/3/2019,Eastern,504.47,538.01,33.54
2775,11/3/2019,NorthEastern,31.7,38.97,7.27
2776,12/3/2019,Northern,669.81,573.33,-96.48
2777,12/3/2019,Western,1270.71,1301.76,31.05
2778,12/3/2019,Southern,678.58,691.11,12.53
2779,12/3/2019,Eastern,504.47,540.64,36.17
2780,12/3/2019,NorthEastern,31.7,38.97,7.27
2781,13/3/2019,Northern,665.93,581.45,-84.48
2782,13/3/2019,Western,1273.92,1298.01,24.09
2783,13/3/2019,Southern,678.58,683.79,5.21
2784,13/3/2019,Eastern,504.47,535.98,31.51
2785,13/3/2019,NorthEastern,31.7,37.75,6.05
2786,14/3/2019,Northern,654.78,559.54,-95.24
2787,14/3/2019,Western,1273.92,1288.95,15.03
2788,14/3/2019,Southern,678.58,683.74,5.16
2789,14/3/2019,Eastern,504.47,533.24,28.77
2790,14/3/2019,NorthEastern,31.7,38.71,7.01
2791,15/3/2019,Northern,654.91,549.26,-105.65
2792,15/3/2019,Western,1269.92,1266.81,-3.11
2793,15/3/2019,Southern,678.58,674.22,-4.36
2794,15/3/2019,Eastern,504.47,505.18,0.71
2795,15/3/2019,NorthEastern,31.7,37.69,5.99
2796,16/3/2019,Northern,654.91,549.12,-105.79
2797,16/3/2019,Western,1267.32,1275.73,8.41
2798,16/3/2019,Southern,678.58,660.26,-18.32
2799,16/3/2019,Eastern,508.97,504.24,-4.73
2800,16/3/2019,NorthEastern,31.7,36.52,4.82
2801,17/3/2019,Northern,654.91,535.9,-119.01
2802,17/3/2019,Western,1267.32,1263.19,-4.13
2803,17/3/2019,Southern,678.58,649.84,-28.74
2804,17/3/2019,Eastern,508.97,477.01,-31.96
2805,17/3/2019,NorthEastern,31.7,37.07,5.37
2806,18/3/2019,Northern,660.12,576.89,-83.23
2807,18/3/2019,Western,1267.32,1295.64,28.32
2808,18/3/2019,Southern,678.58,674.26,-4.32
2809,18/3/2019,Eastern,508.97,491.13,-17.84
2810,18/3/2019,NorthEastern,31.7,37.35,5.65
2811,19/3/2019,Northern,669.66,558.58,-111.08
2812,19/3/2019,Western,1267.32,1324.23,56.91
2813,19/3/2019,Southern,678.58,695.98,17.4
2814,19/3/2019,Eastern,508.97,515.35,6.38
2815,19/3/2019,NorthEastern,31.7,37.07,5.37
2816,20/3/2019,Northern,659.45,541.64,-117.81
2817,20/3/2019,Western,1251.69,1282.07,30.38
2818,20/3/2019,Southern,678.58,713.96,35.38
2819,20/3/2019,Eastern,508.97,517.3,8.33
2820,20/3/2019,NorthEastern,31.7,36.66,4.96
2821,21/3/2019,Northern,658.49,476.27,-182.22
2822,21/3/2019,Western,1251.69,1125.15,-126.54
2823,21/3/2019,Southern,678.58,677.36,-1.22
2824,21/3/2019,Eastern,508.97,465.95,-43.02
2825,21/3/2019,NorthEastern,31.7,36.63,4.93
2826,22/3/2019,Northern,658.49,495.12,-163.37
2827,22/3/2019,Western,1251.69,1184.93,-66.76
2828,22/3/2019,Southern,678.58,701.8,23.22
2829,22/3/2019,Eastern,500.87,495.87,-5
2830,22/3/2019,NorthEastern,31.7,37.12,5.42
2831,23/3/2019,Northern,660.84,520.2,-140.64
2832,23/3/2019,Western,1251.69,1263.81,12.12
2833,23/3/2019,Southern,678.58,709.13,30.55
2834,23/3/2019,Eastern,500.87,515.41,14.54
2835,23/3/2019,NorthEastern,31.7,37.94,6.24
2836,24/3/2019,Northern,660.84,518.01,-142.83
2837,24/3/2019,Western,1251.69,1295.12,43.43
2838,24/3/2019,Southern,678.58,667.5,-11.08
2839,24/3/2019,Eastern,500.87,517,16.13
2840,24/3/2019,NorthEastern,31.7,39.07,7.37
2841,25/3/2019,Northern,660.84,526.18,-134.66
2842,25/3/2019,Western,1251.69,1337.26,85.57
2843,25/3/2019,Southern,678.58,676.6,-1.98
2844,25/3/2019,Eastern,500.87,539.14,38.27
2845,25/3/2019,NorthEastern,31.7,39.06,7.36
2846,26/3/2019,Northern,669.84,528.68,-141.16
2847,26/3/2019,Western,1251.69,1338.05,86.36
2848,26/3/2019,Southern,678.58,693.39,14.81
2849,26/3/2019,Eastern,500.87,520.41,19.54
2850,26/3/2019,NorthEastern,31.7,37.77,6.07
2851,27/3/2019,Northern,669.84,571.91,-97.93
2852,27/3/2019,Western,1251.69,1335.04,83.35
2853,27/3/2019,Southern,678.58,699.81,21.23
2854,27/3/2019,Eastern,500.87,536.15,35.28
2855,27/3/2019,NorthEastern,31.7,38.84,7.14
2856,28/3/2019,Northern,678.07,575.34,-102.73
2857,28/3/2019,Western,1251.69,1349.75,98.06
2858,28/3/2019,Southern,678.58,693.26,14.68
2859,28/3/2019,Eastern,500.87,548.13,47.26
2860,28/3/2019,NorthEastern,31.7,38.19,6.49
2861,29/3/2019,Northern,678.07,610.26,-67.81
2862,29/3/2019,Western,1251.69,1325.19,73.5
2863,29/3/2019,Southern,678.58,704.33,25.75
2864,29/3/2019,Eastern,500.87,562.16,61.29
2865,29/3/2019,NorthEastern,31.7,38.76,7.06
2866,30/3/2019,Northern,678.07,626.76,-51.31
2867,30/3/2019,Western,1251.69,1317.86,66.17
2868,30/3/2019,Southern,678.58,704.9,26.32
2869,30/3/2019,Eastern,500.87,547.65,46.78
2870,30/3/2019,NorthEastern,31.7,39.31,7.61
2871,31/3/2019,Northern,678.07,537.38,-140.69
2872,31/3/2019,Western,1251.69,1265.35,13.66
2873,31/3/2019,Southern,678.58,659.77,-18.81
2874,31/3/2019,Eastern,500.87,515.08,14.21
2875,31/3/2019,NorthEastern,31.7,33.95,2.25
2876,1/4/2019,Northern,694.44,566.18,-128.26
2877,1/4/2019,Western,1391.86,1325.99,-65.87
2878,1/4/2019,Southern,666.7,668.2,1.5
2879,1/4/2019,Eastern,526.12,492.91,-33.21
2880,1/4/2019,NorthEastern,36.46,34.88,-1.58
2881,2/4/2019,Northern,694.44,589.45,-104.99
2882,2/4/2019,Western,1387.86,1363.33,-24.53
2883,2/4/2019,Southern,666.7,675.02,8.32
2884,2/4/2019,Eastern,526.12,552.31,26.19
2885,2/4/2019,NorthEastern,36.46,40.31,3.85
2886,3/4/2019,Northern,691.8,587.61,-104.19
2887,3/4/2019,Western,1387.86,1391.56,3.7
2888,3/4/2019,Southern,666.7,687.85,21.15
2889,3/4/2019,Eastern,526.12,575.35,49.23
2890,3/4/2019,NorthEastern,36.46,32.77,-3.69
2891,4/4/2019,Northern,691.8,593.94,-97.86
2892,4/4/2019,Western,1387.86,1404.63,16.77
2893,4/4/2019,Southern,666.7,705.27,38.57
2894,4/4/2019,Eastern,526.12,580.84,54.72
2895,4/4/2019,NorthEastern,36.46,36.89,0.43
2896,5/4/2019,Northern,684.12,580.72,-103.4
2897,5/4/2019,Western,1387.86,1383.36,-4.5
2898,5/4/2019,Southern,666.7,685.75,19.05
2899,5/4/2019,Eastern,526.12,567.83,41.71
2900,5/4/2019,NorthEastern,36.46,30.93,-5.53
2901,6/4/2019,Northern,684.12,565.31,-118.81
2902,6/4/2019,Western,1387.86,1365.73,-22.13
2903,6/4/2019,Southern,666.7,675.43,8.73
2904,6/4/2019,Eastern,515.16,520.82,5.66
2905,6/4/2019,NorthEastern,36.46,31.36,-5.1
2906,7/4/2019,Northern,684.12,505.06,-179.06
2907,7/4/2019,Western,1387.86,1297.83,-90.03
2908,7/4/2019,Southern,666.7,635.79,-30.91
2909,7/4/2019,Eastern,515.16,456.77,-58.39
2910,7/4/2019,NorthEastern,36.46,28.85,-7.61
2911,8/4/2019,Northern,684.12,536.23,-147.89
2912,8/4/2019,Western,1387.86,1333.81,-54.05
2913,8/4/2019,Southern,666.7,668.28,1.58
2914,8/4/2019,Eastern,515.16,507.71,-7.45
2915,8/4/2019,NorthEastern,36.46,32.62,-3.84
2916,9/4/2019,Northern,684.16,561.94,-122.22
2917,9/4/2019,Western,1387.86,1354.22,-33.64
2918,9/4/2019,Southern,666.7,670.17,3.47
2919,9/4/2019,Eastern,515.16,509.04,-6.12
2920,9/4/2019,NorthEastern,36.46,36.98,0.52
2921,10/4/2019,Northern,684.16,600.1,-84.06
2922,10/4/2019,Western,1387.86,1388.26,0.4
2923,10/4/2019,Southern,662.8,689.98,27.18
2924,10/4/2019,Eastern,515.16,492,-23.16
2925,10/4/2019,NorthEastern,36.46,42.33,5.87
2926,11/4/2019,Northern,698.95,621.81,-77.14
2927,11/4/2019,Western,1387.86,1389.75,1.89
2928,11/4/2019,Southern,662.8,676.23,13.43
2929,11/4/2019,Eastern,515.16,516.4,1.24
2930,11/4/2019,NorthEastern,36.46,43.61,7.15
2931,12/4/2019,Northern,698.95,609.79,-89.16
2932,12/4/2019,Western,1387.86,1383.52,-4.34
2933,12/4/2019,Southern,662.8,699.97,37.17
2934,12/4/2019,Eastern,515.16,520.26,5.1
2935,12/4/2019,NorthEastern,36.46,44.76,8.3
2936,13/4/2019,Northern,700.17,600.55,-99.62
2937,13/4/2019,Western,1387.86,1386.57,-1.29
2938,13/4/2019,Southern,662.8,679.88,17.08
2939,13/4/2019,Eastern,515.16,531.81,16.65
2940,13/4/2019,NorthEastern,36.46,42.15,5.69
2941,14/4/2019,Northern,700.21,581.12,-119.09
2942,14/4/2019,Western,1387.86,1360.29,-27.57
2943,14/4/2019,Southern,662.8,651.75,-11.05
2944,14/4/2019,Eastern,515.16,499.49,-15.67
2945,14/4/2019,NorthEastern,36.46,42.01,5.55
2946,15/4/2019,Northern,697.43,584.83,-112.6
2947,15/4/2019,Western,1386.79,1359.92,-26.87
2948,15/4/2019,Southern,662.8,678.68,15.88
2949,15/4/2019,Eastern,515.16,524.77,9.61
2950,15/4/2019,NorthEastern,36.46,41.55,5.09
2951,16/4/2019,Northern,697.43,481.25,-216.18
2952,16/4/2019,Western,1386.79,1294.81,-91.98
2953,16/4/2019,Southern,662.8,665.73,2.93
2954,16/4/2019,Eastern,511.16,509.51,-1.65
2955,16/4/2019,NorthEastern,36.46,38.7,2.24
2956,17/4/2019,Northern,697.43,455.21,-242.22
2957,17/4/2019,Western,1386.79,1195.85,-190.94
2958,17/4/2019,Southern,662.8,666,3.2
2959,17/4/2019,Eastern,511.16,473.22,-37.94
2960,17/4/2019,NorthEastern,36.46,36.05,-0.41
2961,18/4/2019,Northern,694.78,467.91,-226.87
2962,18/4/2019,Western,1386.79,1264.26,-122.53
2963,18/4/2019,Southern,662.8,621.8,-41
2964,18/4/2019,Eastern,511.16,501.6,-9.56
2965,18/4/2019,NorthEastern,36.46,39.83,3.37
2966,19/4/2019,Northern,694.78,504.66,-190.12
2967,19/4/2019,Western,1386.79,1312.25,-74.54
2968,19/4/2019,Southern,662.8,586.89,-75.91
2969,19/4/2019,Eastern,511.16,525.69,14.53
2970,19/4/2019,NorthEastern,36.46,40.1,3.64
2971,20/4/2019,Northern,686.78,540.36,-146.42
2972,20/4/2019,Western,1386.79,1333.1,-53.69
2973,20/4/2019,Southern,666.7,595.44,-71.26
2974,20/4/2019,Eastern,511.16,531.2,20.04
2975,20/4/2019,NorthEastern,36.46,31.1,-5.36
2976,21/4/2019,Northern,688.88,527.08,-161.8
2977,21/4/2019,Western,1386.79,1308.81,-77.98
2978,21/4/2019,Southern,677.3,560.37,-116.93
2979,21/4/2019,Eastern,511.16,510.14,-1.02
2980,21/4/2019,NorthEastern,36.46,40.15,3.69
2981,22/4/2019,Northern,688.88,563.39,-125.49
2982,22/4/2019,Western,1385.69,1347.42,-38.27
2983,22/4/2019,Southern,677.3,608.82,-68.48
2984,22/4/2019,Eastern,511.16,523.04,11.88
2985,22/4/2019,NorthEastern,36.46,38.16,1.7
2986,23/4/2019,Northern,688.88,574.23,-114.65
2987,23/4/2019,Western,1385.69,1363.09,-22.6
2988,23/4/2019,Southern,677.3,619.98,-57.32
2989,23/4/2019,Eastern,511.16,519.06,7.9
2990,23/4/2019,NorthEastern,36.46,39.19,2.73
2991,24/4/2019,Northern,689.08,594.36,-94.72
2992,24/4/2019,Western,1385.69,1398.37,12.68
2993,24/4/2019,Southern,677.3,648.12,-29.18
2994,24/4/2019,Eastern,511.16,531.87,20.71
2995,24/4/2019,NorthEastern,36.46,38.65,2.19
2996,25/4/2019,Northern,694.08,638.18,-55.9
2997,25/4/2019,Western,1385.69,1430.44,44.75
2998,25/4/2019,Southern,677.3,659.62,-17.68
2999,25/4/2019,Eastern,511.16,556.14,44.98
3000,25/4/2019,NorthEastern,36.46,37.35,0.89
3001,26/4/2019,Northern,693.92,646.25,-47.67
3002,26/4/2019,Western,1389.89,1437.52,47.63
3003,26/4/2019,Southern,667.02,673.33,6.31
3004,26/4/2019,Eastern,511.16,541.47,30.31
3005,26/4/2019,NorthEastern,36.46,41.26,4.8
3006,27/4/2019,Northern,696.7,656.81,-39.89
3007,27/4/2019,Western,1389.89,1413.04,23.15
3008,27/4/2019,Southern,667.02,659.28,-7.74
3009,27/4/2019,Eastern,511.16,535.03,23.87
3010,27/4/2019,NorthEastern,36.46,39.54,3.08
3011,28/4/2019,Northern,693.89,641.73,-52.16
3012,28/4/2019,Western,1389.89,1366.77,-23.12
3013,28/4/2019,Southern,667.02,615.63,-51.39
3014,28/4/2019,Eastern,511.16,523.95,12.79
3015,28/4/2019,NorthEastern,36.46,39.41,2.95
3016,29/4/2019,Northern,693.89,657.87,-36.02
3017,29/4/2019,Western,1389.89,1414.7,24.81
3018,29/4/2019,Southern,667.02,623.83,-43.19
3019,29/4/2019,Eastern,511.16,552.14,40.98
3020,29/4/2019,NorthEastern,36.46,39.61,3.15
3021,30/4/2019,Northern,693.79,658.14,-35.65
3022,30/4/2019,Western,1385.55,1372.93,-12.62
3023,30/4/2019,Southern,667.02,575.48,-91.54
3024,30/4/2019,Eastern,511.16,530.5,19.34
3025,30/4/2019,NorthEastern,36.46,39.33,2.87
3026,1/5/2019,Northern,706.34,637.72,-68.62
3027,1/5/2019,Western,1395.69,1299.28,-96.41
3028,1/5/2019,Southern,662.73,507.89,-154.84
3029,1/5/2019,Eastern,516.85,482.56,-34.29
3030,1/5/2019,NorthEastern,36.63,37.91,1.28
3031,2/5/2019,Northern,706.34,622.64,-83.7
3032,2/5/2019,Western,1394.89,1312.99,-81.9
3033,2/5/2019,Southern,662.73,500.51,-162.22
3034,2/5/2019,Eastern,516.85,494.04,-22.81
3035,2/5/2019,NorthEastern,36.63,37.85,1.22
3036,3/5/2019,Northern,709.86,571.97,-137.89
3037,3/5/2019,Western,1394.21,1294.41,-99.8
3038,3/5/2019,Southern,662.73,534.34,-128.39
3039,3/5/2019,Eastern,516.85,441.69,-75.16
3040,3/5/2019,NorthEastern,36.63,39.05,2.42
3041,4/5/2019,Northern,707.89,607.15,-100.74
3042,4/5/2019,Western,1394.21,1311.74,-82.47
3043,4/5/2019,Southern,662.73,550.12,-112.61
3044,4/5/2019,Eastern,528.1,418.03,-110.07
3045,4/5/2019,NorthEastern,36.63,33.94,-2.69
3046,5/5/2019,Northern,707.89,605.46,-102.43
3047,5/5/2019,Western,1394.21,1310.88,-83.33
3048,5/5/2019,Southern,662.73,566.09,-96.64
3049,5/5/2019,Eastern,528.1,464.79,-63.31
3050,5/5/2019,NorthEastern,36.63,31.77,-4.86
3051,6/5/2019,Northern,721.17,599.43,-121.74
3052,6/5/2019,Western,1395.97,1358.33,-37.64
3053,6/5/2019,Southern,662.73,629.86,-32.87
3054,6/5/2019,Eastern,534.18,501.55,-32.63
3055,6/5/2019,NorthEastern,36.63,39.92,3.29
3056,7/5/2019,Northern,721.17,620.84,-100.33
3057,7/5/2019,Western,1395.97,1344.6,-51.37
3058,7/5/2019,Southern,662.73,605.91,-56.82
3059,7/5/2019,Eastern,534.18,515.94,-18.24
3060,7/5/2019,NorthEastern,36.63,41.01,4.38
3061,8/5/2019,Northern,721.17,639.34,-81.83
3062,8/5/2019,Western,1395.97,1338.22,-57.75
3063,8/5/2019,Southern,662.73,578.09,-84.64
3064,8/5/2019,Eastern,539.76,530.79,-8.97
3065,8/5/2019,NorthEastern,36.63,40.16,3.53
3066,9/5/2019,Northern,721.17,646.66,-74.51
3067,9/5/2019,Western,1395.97,1359.18,-36.79
3068,9/5/2019,Southern,662.73,587.78,-74.95
3069,9/5/2019,Eastern,539.76,548.81,9.05
3070,9/5/2019,NorthEastern,36.63,40.71,4.08
3071,10/5/2019,Northern,723.99,657.18,-66.81
3072,10/5/2019,Western,1395.97,1353.85,-42.12
3073,10/5/2019,Southern,662.73,640.56,-22.17
3074,10/5/2019,Eastern,539.76,554.74,14.98
3075,10/5/2019,NorthEastern,36.63,41.42,4.79
3076,11/5/2019,Northern,721.34,653.65,-67.69
3077,11/5/2019,Western,1395.97,1341.28,-54.69
3078,11/5/2019,Southern,662.73,639.76,-22.97
3079,11/5/2019,Eastern,539.76,547.32,7.56
3080,11/5/2019,NorthEastern,36.63,41.95,5.32
3081,12/5/2019,Northern,721.34,648.2,-73.14
3082,12/5/2019,Western,1395.97,1307.1,-88.87
3083,12/5/2019,Southern,662.73,612.77,-49.96
3084,12/5/2019,Eastern,539.76,528.79,-10.97
3085,12/5/2019,NorthEastern,36.63,39.87,3.24
3086,13/5/2019,Northern,721.34,652.64,-68.7
3087,13/5/2019,Western,1395.97,1332.96,-63.01
3088,13/5/2019,Southern,662.73,600.79,-61.94
3089,13/5/2019,Eastern,539.76,527.54,-12.22
3090,13/5/2019,NorthEastern,36.63,40.46,3.83
3091,14/5/2019,Northern,721.34,631.18,-90.16
3092,14/5/2019,Western,1395.97,1324.95,-71.02
3093,14/5/2019,Southern,662.73,587.55,-75.18
3094,14/5/2019,Eastern,530.07,502.35,-27.72
3095,14/5/2019,NorthEastern,36.63,40.75,4.12
3096,15/5/2019,Northern,721.34,651.3,-70.04
3097,15/5/2019,Western,1395.97,1351.64,-44.33
3098,15/5/2019,Southern,662.73,601.53,-61.2
3099,15/5/2019,Eastern,530.07,527.32,-2.75
3100,15/5/2019,NorthEastern,36.63,43.1,6.47
3101,16/5/2019,Northern,733.97,637.61,-96.36
3102,16/5/2019,Western,1395.97,1379.95,-16.02
3103,16/5/2019,Southern,662.73,641.32,-21.41
3104,16/5/2019,Eastern,530.07,539.31,9.24
3105,16/5/2019,NorthEastern,36.63,42.92,6.29
3106,17/5/2019,Northern,733.97,613.67,-120.3
3107,17/5/2019,Western,1382.72,1353.36,-29.36
3108,17/5/2019,Southern,662.73,642.23,-20.5
3109,17/5/2019,Eastern,530.07,535.62,5.55
3110,17/5/2019,NorthEastern,36.63,41.42,4.79
3111,18/5/2019,Northern,730.15,571.75,-158.4
3112,18/5/2019,Western,1382.72,1342.54,-40.18
3113,18/5/2019,Southern,662.73,615.37,-47.36
3114,18/5/2019,Eastern,530.07,533.36,3.29
3115,18/5/2019,NorthEastern,36.63,40.44,3.81
3116,19/5/2019,Northern,730.15,602.88,-127.27
3117,19/5/2019,Western,1382.72,1314.99,-67.73
3118,19/5/2019,Southern,662.73,605.87,-56.86
3119,19/5/2019,Eastern,530.07,528.07,-2
3120,19/5/2019,NorthEastern,36.63,44.25,7.62
3121,20/5/2019,Northern,730.15,665.9,-64.25
3122,20/5/2019,Western,1382.72,1363,-19.72
3123,20/5/2019,Southern,662.73,654.06,-8.67
3124,20/5/2019,Eastern,530.07,541.9,11.83
3125,20/5/2019,NorthEastern,36.63,47.23,10.6
3126,21/5/2019,Northern,730.15,694.73,-35.42
3127,21/5/2019,Western,1383.36,1357.88,-25.48
3128,21/5/2019,Southern,658.53,703.75,45.22
3129,21/5/2019,Eastern,530.07,546.19,16.12
3130,21/5/2019,NorthEastern,36.63,46.72,10.09
3131,22/5/2019,Northern,730.95,703.47,-27.48
3132,22/5/2019,Western,1383.36,1359.14,-24.22
3133,22/5/2019,Southern,658.53,692.78,34.25
3134,22/5/2019,Eastern,530.07,555.98,25.91
3135,22/5/2019,NorthEastern,36.63,44.85,8.22
3136,23/5/2019,Northern,730.95,708.61,-22.34
3137,23/5/2019,Western,1383.36,1374.92,-8.44
3138,23/5/2019,Southern,658.53,690.67,32.14
3139,23/5/2019,Eastern,530.07,521.22,-8.85
3140,23/5/2019,NorthEastern,36.63,32.84,-3.79
3141,24/5/2019,Northern,730.57,658.79,-71.78
3142,24/5/2019,Western,1383.36,1362.58,-20.78
3143,24/5/2019,Southern,658.53,637.08,-21.45
3144,24/5/2019,Eastern,530.07,513.15,-16.92
3145,24/5/2019,NorthEastern,36.63,32.77,-3.86
3146,25/5/2019,Northern,730.57,671.45,-59.12
3147,25/5/2019,Western,1383.36,1379.47,-3.89
3148,25/5/2019,Southern,655.2,608.05,-47.15
3149,25/5/2019,Eastern,530.07,510.84,-19.23
3150,25/5/2019,NorthEastern,36.63,32.55,-4.08
3151,26/5/2019,Northern,730.57,663.74,-66.83
3152,26/5/2019,Western,1383.36,1355.61,-27.75
3153,26/5/2019,Southern,648.16,541.31,-106.85
3154,26/5/2019,Eastern,530.07,498.26,-31.81
3155,26/5/2019,NorthEastern,36.63,37.69,1.06
3156,27/5/2019,Northern,733.22,714.14,-19.08
