index,Date,Region,Thermal Generation Actual (in MW),Thermal Generation Estimated (in MW),Thermal Generation Estimation Error,Nuclear Generation Actual (in MW),Nuclear Generation Estimated (in MW),Nuclear Generation Estimation Error,Hydro Generation Actual (in MW),Hydro Generation Estimated (in MW),Hydro Generation Estimation Error
2324,11/12/2018,Eastern,481.72,474.07,-7.65,,,0,22.67,26.2,3.53
2325,11/12/2018,NorthEastern,31.65,35.06,3.41,,,0,11.1,6.14,-4.96
2326,12/12/2018,Northern,638.56,589.47,-49.09,26.24,36.64,10.4,103.54,112.81,9.27
2327,12/12/2018,Western,1195.49,1228.13,32.64,17.12,26.38,9.26,36.84,25.19,-11.65
2328,12/12/2018,Southern,644.24,594.97,-49.27,65.1,36.16,-28.94,56.93,86.53,29.6
2329,12/12/2018,Eastern,469.81,470.26,0.45,,,0,22.67,24.69,2.02
2330,12/12/2018,NorthEastern,31.65,37.71,6.06,,,0,11.1,6.74,-4.36
2331,13/12/2018,Northern,638.56,594.15,-44.41,26.24,34.44,8.2,103.54,114.22,10.68
2332,13/12/2018,Western,1195.49,1205.85,10.36,17.12,26.38,9.26,36.84,22.99,-13.85
2333,13/12/2018,Southern,658.03,595.86,-62.17,65.1,36.09,-29.01,56.93,75.21,18.28
2334,13/12/2018,Eastern,469.81,472.85,3.04,,,0,22.67,24.81,2.14
2335,13/12/2018,NorthEastern,31.65,38.15,6.5,,,0,11.1,6.32,-4.78
2336,14/12/2018,Northern,635.1,589.85,-45.25,26.24,35.63,9.39,103.54,118.24,14.7
2337,14/12/2018,Western,1191.95,1171.68,-20.27,17.12,26.47,9.35,36.84,22.44,-14.4
2338,14/12/2018,Southern,649.34,580.62,-68.72,65.1,36.08,-29.02,56.93,57.85,0.92
2339,14/12/2018,Eastern,469.81,466.55,-3.26,,,0,22.67,26.05,3.38
2340,14/12/2018,NorthEastern,31.65,38.47,6.82,,,0,11.1,6.57,-4.53
2341,15/12/2018,Northern,633.47,581.09,-52.38,26.24,36.6,10.36,103.54,121.67,18.13
2342,15/12/2018,Western,1193.04,1158.76,-34.28,17.12,26.47,9.35,36.84,23.27,-13.57
2343,15/12/2018,Southern,649.34,540.37,-108.97,65.1,36.12,-28.98,56.93,61.95,5.02
2344,15/12/2018,Eastern,472.34,462.78,-9.56,,,0,22.67,28.67,6
2345,15/12/2018,NorthEastern,31.65,38.68,7.03,,,0,11.1,6.78,-4.32
2346,16/12/2018,Northern,635.97,580.86,-55.11,26.24,36.56,10.32,103.54,117.82,14.28
2347,16/12/2018,Western,1193.04,1131.84,-61.2,17.12,26.43,9.31,36.84,19.86,-16.98
2348,16/12/2018,Southern,652.65,521.45,-131.2,65.1,36.16,-28.94,56.93,52.17,-4.76
2349,16/12/2018,Eastern,472.34,442.31,-30.03,,,0,22.67,26.13,3.46
2350,16/12/2018,NorthEastern,31.65,37.78,6.13,,,0,11.1,6.31,-4.79
2351,17/12/2018,Northern,636.83,612.75,-24.08,26.24,34.48,8.24,103.54,117.39,13.85
2352,17/12/2018,Western,1193.04,1155.43,-37.61,17.12,26.46,9.34,36.84,27.39,-9.45
2353,17/12/2018,Southern,652.65,527.51,-125.14,65.1,36.23,-28.87,56.93,63.95,7.02
2354,17/12/2018,Eastern,478.03,445.55,-32.48,,,0,22.67,24.11,1.44
2355,17/12/2018,NorthEastern,31.65,37.85,6.2,,,0,11.1,6.94,-4.16
2356,18/12/2018,Northern,636.83,623.22,-13.61,26.24,31.14,4.9,103.54,118.23,14.69
2357,18/12/2018,Western,1193.04,1173.76,-19.28,17.12,26.49,9.37,36.84,31.9,-4.94
2358,18/12/2018,Southern,652.65,531.16,-121.49,65.1,37.14,-27.96,56.93,67.8,10.87
2359,18/12/2018,Eastern,478.03,447.86,-30.17,,,0,22.67,25.78,3.11
2360,18/12/2018,NorthEastern,31.65,36.68,5.03,,,0,11.1,6.47,-4.63
2361,19/12/2018,Northern,647.98,632.53,-15.45,26.24,31.21,4.97,103.54,121.26,17.72
2362,19/12/2018,Western,1193.04,1199.81,6.77,17.12,26.46,9.34,36.84,31.81,-5.03
2363,19/12/2018,Southern,652.65,538.56,-114.09,65.1,37.21,-27.89,56.93,84.82,27.89
2364,19/12/2018,Eastern,472.3,444.22,-28.08,,,0,22.67,26.03,3.36
2365,19/12/2018,NorthEastern,31.65,38.23,6.58,,,0,11.1,9.3,-1.8
2366,20/12/2018,Northern,662.72,644.16,-18.56,26.24,31.28,5.04,103.54,122.03,18.49
2367,20/12/2018,Western,1187.11,1218.25,31.14,17.12,26.41,9.29,36.84,33.23,-3.61
2368,20/12/2018,Southern,652.65,547.69,-104.96,65.1,37.22,-27.88,56.93,84.01,27.08
2369,20/12/2018,Eastern,472.3,445.85,-26.45,,,0,22.67,38.02,15.35
2370,20/12/2018,NorthEastern,31.65,39.47,7.82,,,0,11.1,7.96,-3.14
2371,21/12/2018,Northern,668.27,635.63,-32.64,26.24,31.24,5,103.54,120.96,17.42
2372,21/12/2018,Western,1197.12,1231.29,34.17,17.12,26.46,9.34,36.84,36.73,-0.11
2373,21/12/2018,Southern,652.65,582.54,-70.11,65.1,37.08,-28.02,56.93,86.39,29.46
2374,21/12/2018,Eastern,472.3,461.51,-10.79,,,0,22.67,32.02,9.35
2375,21/12/2018,NorthEastern,31.65,39.24,7.59,,,0,11.1,7.35,-3.75
2376,22/12/2018,Northern,669.13,636.88,-32.25,26.24,31.32,5.08,103.54,116.61,13.07
2377,22/12/2018,Western,1197.12,1243.45,46.33,17.12,26.39,9.27,36.84,30.42,-6.42
2378,22/12/2018,Southern,652.65,568.09,-84.56,65.1,35.88,-29.22,56.93,74.68,17.75
2379,22/12/2018,Eastern,476.7,466.72,-9.98,,,0,22.67,30.82,8.15
2380,22/12/2018,NorthEastern,31.65,37.87,6.22,,,0,11.1,6.88,-4.22
2381,23/12/2018,Northern,669.13,614.67,-54.46,26.24,31.35,5.11,103.54,117.54,14
2382,23/12/2018,Western,1197.76,1210.22,12.46,17.12,26.45,9.33,36.84,23.16,-13.68
2383,23/12/2018,Southern,652.65,521.01,-131.64,65.1,36.4,-28.7,56.93,55.75,-1.18
2384,23/12/2018,Eastern,476.7,469.87,-6.83,,,0,22.67,23.95,1.28
2385,23/12/2018,NorthEastern,31.65,35.43,3.78,,,0,11.1,6.25,-4.85
2386,24/12/2018,Northern,669.13,622.33,-46.8,26.24,31.29,5.05,103.54,114.68,11.14
2387,24/12/2018,Western,1197.76,1205.85,8.09,17.12,26.47,9.35,36.84,26.72,-10.12
2388,24/12/2018,Southern,652.65,555,-97.65,65.1,36.44,-28.66,56.93,71.78,14.85
2389,24/12/2018,Eastern,482.43,461.43,-21,,,0,22.67,30.54,7.87
2390,24/12/2018,NorthEastern,31.65,34.85,3.2,,,0,11.1,6.49,-4.61
2391,25/12/2018,Northern,679.56,625.42,-54.14,26.24,31.08,4.84,103.54,115.96,12.42
2392,25/12/2018,Western,1197.76,1229.67,31.91,17.12,26.53,9.41,36.84,31.26,-5.58
2393,25/12/2018,Southern,653.1,568.22,-84.88,65.1,36.97,-28.13,56.93,68.19,11.26
2394,25/12/2018,Eastern,482.43,449.77,-32.66,,,0,22.67,34.43,11.76
2395,25/12/2018,NorthEastern,31.65,34.95,3.3,,,0,11.1,6.2,-4.9
2396,26/12/2018,Northern,689.83,665.23,-24.6,26.24,30.31,4.07,103.54,114.14,10.6
2397,26/12/2018,Western,1201.56,1226.17,24.61,17.12,26.48,9.36,36.84,29.51,-7.33
2398,26/12/2018,Southern,653.1,588.79,-64.31,65.1,36.31,-28.79,56.93,87.14,30.21
2399,26/12/2018,Eastern,482.43,465.85,-16.58,,,0,22.67,26.05,3.38
2400,26/12/2018,NorthEastern,31.65,33.95,2.3,,,0,11.1,6.83,-4.27
2401,27/12/2018,Northern,692.69,675.71,-16.98,26.24,30.91,4.67,103.54,113.39,9.85
2402,27/12/2018,Western,1206.85,1230.57,23.72,17.12,24.91,7.79,36.84,26.15,-10.69
2403,27/12/2018,Southern,653.1,602.21,-50.89,65.1,35.83,-29.27,56.93,79.49,22.56
2404,27/12/2018,Eastern,482.43,467.74,-14.69,,,0,22.67,35.33,12.66
2405,27/12/2018,NorthEastern,31.65,34.15,2.5,,,0,11.1,6.94,-4.16
2406,28/12/2018,Northern,692.69,680.18,-12.51,26.24,33.05,6.81,103.54,111.22,7.68
2407,28/12/2018,Western,1206.85,1222.57,15.72,17.12,25.65,8.53,36.84,28.73,-8.11
2408,28/12/2018,Southern,653.1,595.17,-57.93,65.1,36.15,-28.95,56.93,71.75,14.82
2409,28/12/2018,Eastern,482.43,462.88,-19.55,,,0,22.67,31.84,9.17
2410,28/12/2018,NorthEastern,31.65,34.12,2.47,,,0,11.1,7.31,-3.79
2411,29/12/2018,Northern,692.69,670.71,-21.98,26.24,25.34,-0.9,103.54,111.65,8.11
2412,29/12/2018,Western,1206.85,1191.45,-15.4,17.12,26.21,9.09,36.84,24.68,-12.16
2413,29/12/2018,Southern,653.1,580.31,-72.79,65.1,35.43,-29.67,56.93,69.68,12.75
2414,29/12/2018,Eastern,482.43,457.34,-25.09,,,0,22.67,32.1,9.43
2415,29/12/2018,NorthEastern,31.65,33.96,2.31,,,0,11.1,7.79,-3.31
2416,30/12/2018,Northern,697.69,638.27,-59.42,26.24,25.62,-0.62,103.54,112.43,8.89
2417,30/12/2018,Western,1206.85,1159.96,-46.89,17.12,26.56,9.44,36.84,20.14,-16.7
2418,30/12/2018,Southern,653.1,536.19,-116.91,65.1,35.62,-29.48,56.93,60.91,3.98
2419,30/12/2018,Eastern,482.43,468.83,-13.6,,,0,22.67,21.58,-1.09
2420,30/12/2018,NorthEastern,31.65,33.86,2.21,,,0,11.1,7.88,-3.22
2421,31/12/2018,Northern,695.43,652.53,-42.9,26.24,29.49,3.25,103.54,114.88,11.34
2422,31/12/2018,Western,1212.85,1190.89,-21.96,17.12,26.54,9.42,36.84,26.58,-10.26
2423,31/12/2018,Southern,659.23,552.49,-106.74,65.1,35.94,-29.16,56.93,69.56,12.63
2424,31/12/2018,Eastern,483.43,471.86,-11.57,,,0,22.67,26.89,4.22
2425,31/12/2018,NorthEastern,31.65,34.21,2.56,,,0,11.1,7.79,-3.31
2426,1/1/2019,Northern,691.66,651.74,-39.92,22.4,31.31,8.91,96.87,113.54,16.67
2427,1/1/2019,Western,1226.36,1203.62,-22.74,17.12,26.53,9.41,36.29,31.67,-4.62
2428,1/1/2019,Southern,671.85,528.86,-142.99,67.32,31.79,-35.53,60.3,58.99,-1.31
2429,1/1/2019,Eastern,492.44,477.12,-15.32,,,0,22.84,24.15,1.31
2430,1/1/2019,NorthEastern,31.73,33.76,2.03,,,0,9.4,6.28,-3.12
2431,2/1/2019,Northern,691.66,660.41,-31.25,22.4,30.33,7.93,96.87,110.9,14.03
2432,2/1/2019,Western,1226.36,1228.17,1.81,17.12,27.68,10.56,36.29,31.03,-5.26
2433,2/1/2019,Southern,671.85,524.91,-146.94,67.32,32.21,-35.11,60.3,63.03,2.73
2434,2/1/2019,Eastern,492.44,477.13,-15.31,,,0,22.84,27.1,4.26
2435,2/1/2019,NorthEastern,31.73,33.99,2.26,,,0,9.4,7.14,-2.26
2436,3/1/2019,Northern,692.52,646.85,-45.67,22.4,29.66,7.26,96.87,110.69,13.82
2437,3/1/2019,Western,1226.36,1248.1,21.74,17.12,37.34,20.22,36.29,30.73,-5.56
2438,3/1/2019,Southern,671.85,535.41,-136.44,67.32,32.2,-35.12,60.3,72.5,12.2
2439,3/1/2019,Eastern,492.44,485.4,-7.04,,,0,22.84,26.89,4.05
2440,3/1/2019,NorthEastern,31.73,30.19,-1.54,,,0,9.4,7.68,-1.72
2441,4/1/2019,Northern,692.52,651.34,-41.18,22.4,30.61,8.21,96.87,109.86,12.99
2442,4/1/2019,Western,1226.36,1275.71,49.35,17.12,39.39,22.27,36.29,26.41,-9.88
2443,4/1/2019,Southern,671.85,551.06,-120.79,67.32,32.18,-35.14,60.3,68.21,7.91
2444,4/1/2019,Eastern,492.44,477.45,-14.99,,,0,22.84,28.1,5.26
2445,4/1/2019,NorthEastern,31.73,33.88,2.15,,,0,9.4,7.46,-1.94
2446,5/1/2019,Northern,686.77,636.64,-50.13,22.4,30.25,7.85,96.87,103.8,6.93
2447,5/1/2019,Western,1226.36,1245.72,19.36,17.12,39.54,22.42,36.29,25.13,-11.16
2448,5/1/2019,Southern,671.85,565.8,-106.05,67.32,32.2,-35.12,60.3,70.14,9.84
2449,5/1/2019,Eastern,492.43,467.18,-25.25,,,0,22.84,26.46,3.62
2450,5/1/2019,NorthEastern,31.73,33.91,2.18,,,0,9.4,7.4,-2
2451,6/1/2019,Northern,686.77,612.53,-74.24,22.4,29.8,7.4,96.87,104.09,7.22
2452,6/1/2019,Western,1222.96,1157.33,-65.63,17.12,39.59,22.47,36.29,20.41,-15.88
2453,6/1/2019,Southern,671.85,545.45,-126.4,67.32,32.26,-35.06,60.3,65.18,4.88
2454,6/1/2019,Eastern,492.43,461.64,-30.79,,,0,22.84,25.6,2.76
2455,6/1/2019,NorthEastern,31.73,32.86,1.13,,,0,9.4,6.52,-2.88
2456,7/1/2019,Northern,686.77,636.7,-50.07,22.4,30.45,8.05,96.87,94.27,-2.6
2457,7/1/2019,Western,1237.48,1185.17,-52.31,17.12,39.64,22.52,36.29,20.3,-15.99
2458,7/1/2019,Southern,672.77,565.7,-107.07,67.32,31.73,-35.59,60.3,74.91,14.61
2459,7/1/2019,Eastern,492.43,465.93,-26.5,,,0,22.84,24.19,1.35
2460,7/1/2019,NorthEastern,31.73,28.73,-3,,,0,9.4,5.88,-3.52
2461,8/1/2019,Northern,689.1,681.53,-7.57,22.4,30.36,7.96,96.87,93.71,-3.16
2462,8/1/2019,Western,1237.48,1232.95,-4.53,17.12,39.53,22.41,36.29,22.85,-13.44
2463,8/1/2019,Southern,672.77,561.76,-111.01,67.32,31.74,-35.58,60.3,70.47,10.17
2464,8/1/2019,Eastern,492.43,482.08,-10.35,,,0,22.84,19.89,-2.95
2465,8/1/2019,NorthEastern,31.73,30.15,-1.58,,,0,9.4,5.97,-3.43
2466,9/1/2019,Northern,689.1,692.69,3.59,22.4,29.93,7.53,96.87,93.86,-3.01
2467,9/1/2019,Western,1247.83,1216.22,-31.61,17.12,39.5,22.38,36.29,29.06,-7.23
2468,9/1/2019,Southern,672.77,552.82,-119.95,67.32,30.77,-36.55,60.3,66.62,6.32
2469,9/1/2019,Eastern,492.43,477.99,-14.44,,,0,22.84,22.79,-0.05
2470,9/1/2019,NorthEastern,31.73,32.57,0.84,,,0,9.4,6.47,-2.93
2471,10/1/2019,Northern,678.6,685.31,6.71,22.4,29.89,7.49,96.87,94.98,-1.89
2472,10/1/2019,Western,1247.27,1236.6,-10.67,17.12,39.51,22.39,36.29,29.68,-6.61
2473,10/1/2019,Southern,668.37,550.31,-118.06,67.32,31.54,-35.78,60.3,73.74,13.44
2474,10/1/2019,Eastern,492.43,487.67,-4.76,,,0,22.84,20.91,-1.93
2475,10/1/2019,NorthEastern,31.73,37.43,5.7,,,0,9.4,5.97,-3.43
2476,11/1/2019,Northern,678.6,673.78,-4.82,22.4,28.32,5.92,96.87,94.25,-2.62
2477,11/1/2019,Western,1247.27,1264.04,16.77,17.12,39.55,22.43,36.29,24.62,-11.67
2478,11/1/2019,Southern,668.37,567.45,-100.92,67.32,31.43,-35.89,60.3,73.4,13.1
2479,11/1/2019,Eastern,496.67,492.22,-4.45,,,0,22.84,23.38,0.54
2480,11/1/2019,NorthEastern,31.73,38.55,6.82,,,0,9.4,5.77,-3.63
2481,12/1/2019,Northern,678.6,662.6,-16,22.4,26.65,4.25,96.87,94.63,-2.24
2482,12/1/2019,Western,1238.36,1256.44,18.08,17.12,39.56,22.44,36.29,23.16,-13.13
2483,12/1/2019,Southern,668.37,570.84,-97.53,67.32,31.5,-35.82,60.3,72.91,12.61
2484,12/1/2019,Eastern,496.67,497.72,1.05,,,0,22.84,22.63,-0.21
2485,12/1/2019,NorthEastern,31.73,39.17,7.44,,,0,9.4,5.89,-3.51
2486,13/1/2019,Northern,678.6,643.72,-34.88,22.4,26.66,4.26,96.87,93.6,-3.27
2487,13/1/2019,Western,1238.36,1198.85,-39.51,17.12,39.59,22.47,36.29,18.97,-17.32
2488,13/1/2019,Southern,668.37,545.62,-122.75,67.32,31.48,-35.84,60.3,59.23,-1.07
2489,13/1/2019,Eastern,496.67,476.33,-20.34,,,0,22.84,17.94,-4.9
2490,13/1/2019,NorthEastern,31.73,39.01,7.28,,,0,9.4,5.71,-3.69
2491,14/1/2019,Northern,676.86,627.25,-49.61,22.4,26.64,4.24,96.87,98.72,1.85
2492,14/1/2019,Western,1238.36,1132.96,-105.4,17.12,39.53,22.41,36.29,23.87,-12.42
2493,14/1/2019,Southern,668.37,534.88,-133.49,67.32,31.4,-35.92,60.3,62.47,2.17
2494,14/1/2019,Eastern,496.67,477.47,-19.2,,,0,22.84,20.35,-2.49
2495,14/1/2019,NorthEastern,31.73,38.03,6.3,,,0,9.4,5.78,-3.62
2496,15/1/2019,Northern,674,664.33,-9.67,26.16,26.14,-0.02,96.87,93.82,-3.05
2497,15/1/2019,Western,1242.81,1180.58,-62.23,17.12,39.35,22.23,36.29,27.57,-8.72
2498,15/1/2019,Southern,667.96,514.79,-153.17,67.32,31.88,-35.44,60.3,57.48,-2.82
2499,15/1/2019,Eastern,496.67,476.03,-20.64,,,0,22.84,23.87,1.03
2500,15/1/2019,NorthEastern,31.73,38.92,7.19,,,0,9.4,5.51,-3.89
2501,16/1/2019,Northern,665.62,669.99,4.37,26.16,26.1,-0.06,96.87,94.07,-2.8
2502,16/1/2019,Western,1245.29,1239.28,-6.01,17.12,39.26,22.14,36.29,27.62,-8.67
2503,16/1/2019,Southern,667.96,516.57,-151.39,67.32,31.99,-35.33,60.3,58.42,-1.88
2504,16/1/2019,Eastern,508.61,484.5,-24.11,,,0,22.84,21.69,-1.15
2505,16/1/2019,NorthEastern,31.73,38.75,7.02,,,0,9.4,5.43,-3.97
2506,17/1/2019,Northern,665.62,672.74,7.12,26.16,26.06,-0.1,96.87,104.51,7.64
2507,17/1/2019,Western,1245.29,1243.71,-1.58,17.12,39.49,22.37,36.29,25.05,-11.24
2508,17/1/2019,Southern,665.06,525.09,-139.97,67.32,31.58,-35.74,60.3,65.42,5.12
2509,17/1/2019,Eastern,498.04,489.93,-8.11,,,0,22.84,25.59,2.75
2510,17/1/2019,NorthEastern,31.73,36.62,4.89,,,0,9.4,5.75,-3.65
2511,18/1/2019,Northern,665.62,680.78,15.16,26.16,26,-0.16,96.87,103.25,6.38
2512,18/1/2019,Western,1245.29,1256.25,10.96,17.12,39.48,22.36,36.29,23.6,-12.69
2513,18/1/2019,Southern,673.85,551.62,-122.23,67.32,32.14,-35.18,60.3,69.27,8.97
2514,18/1/2019,Eastern,498.04,483.14,-14.9,,,0,22.84,29.69,6.85
2515,18/1/2019,NorthEastern,31.73,37.06,5.33,,,0,9.4,6.68,-2.72
2516,19/1/2019,Northern,665.62,679.01,13.39,26.16,26.53,0.37,96.87,106,9.13
2517,19/1/2019,Western,1245.29,1239.78,-5.51,17.12,39.44,22.32,36.29,23.5,-12.79
2518,19/1/2019,Southern,673.85,550.08,-123.77,67.32,32.13,-35.19,60.3,69.67,9.37
2519,19/1/2019,Eastern,498.04,487.86,-10.18,,,0,22.84,26.83,3.99
2520,19/1/2019,NorthEastern,31.73,38.1,6.37,,,0,9.4,6.79,-2.61
2521,20/1/2019,Northern,664.76,622.93,-41.83,26.16,25.95,-0.21,96.87,97.46,0.59
2522,20/1/2019,Western,1246.58,1222.36,-24.22,17.12,37.36,20.24,36.29,19.69,-16.6
2523,20/1/2019,Southern,673.85,526.3,-147.55,67.32,32.15,-35.17,60.3,57.13,-3.17
2524,20/1/2019,Eastern,498.35,483.75,-14.6,,,0,22.84,22.58,-0.26
2525,20/1/2019,NorthEastern,31.73,38.35,6.62,,,0,9.4,6.52,-2.88
2526,21/1/2019,Northern,664.76,595.48,-69.28,26.16,26.51,0.35,96.87,111.56,14.69
2527,21/1/2019,Western,1246.58,1214.78,-31.8,17.12,37.53,20.41,36.29,21.67,-14.62
2528,21/1/2019,Southern,673.85,547.39,-126.46,67.32,32.13,-35.19,60.3,69.83,9.53
2529,21/1/2019,Eastern,498.35,465.54,-32.81,,,0,22.84,28.18,5.34
2530,21/1/2019,NorthEastern,31.73,38.08,6.35,,,0,9.4,6.5,-2.9
2531,22/1/2019,Northern,665.62,541.6,-124.02,26.16,26.59,0.43,96.87,106.25,9.38
2532,22/1/2019,Western,1246.58,1208.61,-37.97,17.12,35.58,18.46,36.29,26.18,-10.11
2533,22/1/2019,Southern,673.85,582.43,-91.42,67.32,32.15,-35.17,60.3,74.74,14.44
2534,22/1/2019,Eastern,498.35,459.56,-38.79,,,0,22.84,33.64,10.8
2535,22/1/2019,NorthEastern,31.73,37.62,5.89,,,0,9.4,6.72,-2.68
2536,23/1/2019,Northern,674,597.22,-76.78,26.16,26.57,0.41,96.87,113.36,16.49
2537,23/1/2019,Western,1246.58,1253.47,6.89,17.12,35.55,18.43,36.29,25.24,-11.05
2538,23/1/2019,Southern,673.85,588.47,-85.38,67.32,31.74,-35.58,60.3,76.7,16.4
2539,23/1/2019,Eastern,498.35,484.63,-13.72,,,0,22.84,27.89,5.05
2540,23/1/2019,NorthEastern,31.73,37.17,5.44,,,0,9.4,6.39,-3.01
2541,24/1/2019,Northern,667.72,601.3,-66.42,26.16,26.61,0.45,96.87,107.31,10.44
2542,24/1/2019,Western,1241.15,1208.55,-32.6,17.12,35.56,18.44,36.29,26.22,-10.07
2543,24/1/2019,Southern,673.85,593.72,-80.13,67.32,31.65,-35.67,60.3,76.25,15.95
2544,24/1/2019,Eastern,498.35,479.58,-18.77,,,0,22.84,25.22,2.38
2545,24/1/2019,NorthEastern,31.73,35.54,3.81,,,0,9.4,7.18,-2.22
2546,25/1/2019,Northern,665.3,597.26,-68.04,26.16,26.63,0.47,96.87,110.1,13.23
2547,25/1/2019,Western,1241.15,1171.95,-69.2,17.12,34.12,17,36.29,22.45,-13.84
2548,25/1/2019,Southern,673.85,608.14,-65.71,67.32,31.71,-35.61,60.3,78.73,18.43
2549,25/1/2019,Eastern,498.35,480.53,-17.82,,,0,22.84,23.34,0.5
2550,25/1/2019,NorthEastern,31.73,34.96,3.23,,,0,9.4,6.97,-2.43
2551,26/1/2019,Northern,667.97,552.35,-115.62,26.16,26.68,0.52,96.87,110.35,13.48
2552,26/1/2019,Western,1241.15,1097.74,-143.41,17.12,36.1,18.98,36.29,19.43,-16.86
2553,26/1/2019,Southern,673.85,550.79,-123.06,67.32,31.82,-35.5,60.3,62.91,2.61
2554,26/1/2019,Eastern,498.35,462.69,-35.66,,,0,22.84,24.55,1.71
2555,26/1/2019,NorthEastern,31.73,34.21,2.48,,,0,9.4,6.99,-2.41
2556,27/1/2019,Northern,667.97,556.87,-111.1,26.16,26.66,0.5,96.87,114.11,17.24
2557,27/1/2019,Western,1241.3,1101.97,-139.33,17.12,37.28,20.16,36.29,20.63,-15.66
2558,27/1/2019,Southern,673.85,524.69,-149.16,67.32,31.76,-35.56,60.3,60.64,0.34
2559,27/1/2019,Eastern,498.35,464.81,-33.54,,,0,22.84,20.32,-2.52
2560,27/1/2019,NorthEastern,31.73,35.06,3.33,,,0,9.4,6.36,-3.04
2561,28/1/2019,Northern,667.97,608.25,-59.72,26.16,26.64,0.48,96.87,118.39,21.52
2562,28/1/2019,Western,1231.74,1156.07,-75.67,17.12,37.54,20.42,36.29,23.47,-12.82
2563,28/1/2019,Southern,673.85,529.6,-144.25,67.32,31.79,-35.53,60.3,71.6,11.3
2564,28/1/2019,Eastern,498.35,480.3,-18.05,,,0,22.84,27,4.16
2565,28/1/2019,NorthEastern,31.73,35.89,4.16,,,0,9.4,6.75,-2.65
2566,29/1/2019,Northern,667.97,624.24,-43.73,26.16,26.65,0.49,96.87,115.82,18.95
2567,29/1/2019,Western,1231.74,1187.43,-44.31,17.12,37.95,20.83,36.29,26.03,-10.26
2568,29/1/2019,Southern,673.85,532.54,-141.31,67.32,31.53,-35.79,60.3,65.36,5.06
2569,29/1/2019,Eastern,498.35,495.92,-2.43,,,0,22.84,25.32,2.48
2570,29/1/2019,NorthEastern,31.73,35.27,3.54,,,0,9.4,6.5,-2.9
2571,30/1/2019,Northern,665.49,626.86,-38.63,26.16,26.6,0.44,96.87,115.84,18.97
2572,30/1/2019,Western,1231.57,1217.85,-13.72,17.12,37.92,20.8,36.29,25.27,-11.02
2573,30/1/2019,Southern,673.85,543.42,-130.43,67.32,31.75,-35.57,60.3,63.05,2.75
2574,30/1/2019,Eastern,498.35,509.53,11.18,,,0,22.84,25.22,2.38
2575,30/1/2019,NorthEastern,31.73,33.23,1.5,,,0,9.4,6.55,-2.85
2576,31/1/2019,Northern,683.32,617.19,-66.13,26.16,25.97,-0.19,96.87,117.93,21.06
2577,31/1/2019,Western,1231.57,1223.22,-8.35,17.12,38.7,21.58,36.29,25.84,-10.45
2578,31/1/2019,Southern,678.25,551.56,-126.69,67.32,33.16,-34.16,60.3,67.52,7.22
2579,31/1/2019,Eastern,498.35,503.77,5.42,,,0,22.84,24.45,1.61
2580,31/1/2019,NorthEastern,31.73,36.06,4.33,,,0,9.4,6.36,-3.04
2581,1/2/2019,Northern,659.86,587.28,-72.58,26.91,24.4,-2.51,105.09,115.85,10.76
2582,1/2/2019,Western,1213.57,1187.13,-26.44,32.68,38.93,6.25,35.58,25.13,-10.45
2583,1/2/2019,Southern,682.45,549.45,-133,67.51,34.28,-33.23,66.95,72.84,5.89
2584,1/2/2019,Eastern,497.42,497.29,-0.13,,,0,24,25.22,1.22
2585,1/2/2019,NorthEastern,31.81,37.11,5.3,,,0,8.62,5.92,-2.7
2586,2/2/2019,Northern,659.86,608.3,-51.56,26.91,21.49,-5.42,105.09,111.02,5.93
2587,2/2/2019,Western,1213.57,1178.78,-34.79,32.68,39.33,6.65,35.58,24.92,-10.66
2588,2/2/2019,Southern,682.45,547.06,-135.39,67.51,35.58,-31.93,66.95,72.2,5.25
2589,2/2/2019,Eastern,497.42,495.15,-2.27,,,0,24,24.73,0.73
2590,2/2/2019,NorthEastern,31.81,36.38,4.57,,,0,8.62,5.11,-3.51
2591,3/2/2019,Northern,659.86,582.52,-77.34,26.91,22.56,-4.35,105.09,113.79,8.7
2592,3/2/2019,Western,1213.55,1158.79,-54.76,32.68,39.32,6.64,35.58,23.83,-11.75
2593,3/2/2019,Southern,682.45,518.6,-163.85,67.51,37.13,-30.38,66.95,55.52,-11.43
2594,3/2/2019,Eastern,497.42,479.44,-17.98,,,0,24,24.24,0.24
2595,3/2/2019,NorthEastern,31.81,36.09,4.28,,,0,8.62,4.74,-3.88
2596,4/2/2019,Northern,659.86,597.26,-62.6,26.91,25.14,-1.77,105.09,111.46,6.37
2597,4/2/2019,Western,1213.55,1196.93,-16.62,32.68,39.28,6.6,35.58,26.44,-9.14
2598,4/2/2019,Southern,682.45,537.35,-145.1,67.51,37.5,-30.01,66.95,67.96,1.01
2599,4/2/2019,Eastern,497.42,485.02,-12.4,,,0,24,28.95,4.95
2600,4/2/2019,NorthEastern,31.81,37.01,5.2,,,0,8.62,5.16,-3.46
2601,5/2/2019,Northern,659.86,618.47,-41.39,26.91,26.32,-0.59,105.09,107.45,2.36
2602,5/2/2019,Western,1213.55,1246.34,32.79,32.68,39.37,6.69,35.58,32.4,-3.18
2603,5/2/2019,Southern,682.45,562.39,-120.06,67.51,37.36,-30.15,66.95,78.89,11.94
2604,5/2/2019,Eastern,497.42,504.31,6.89,,,0,24,26.82,2.82
2605,5/2/2019,NorthEastern,31.81,35.84,4.03,,,0,8.62,4.92,-3.7
