index,Date,Region,Thermal Generation Actual (in MW),Thermal Generation Estimated (in MW),Thermal Generation Estimation Error,Nuclear Generation Actual (in MW),Nuclear Generation Estimated (in MW),Nuclear Generation Estimation Error,Hydro Generation Actual (in MW),Hydro Generation Estimated (in MW),Hydro Generation Estimation Error
2606,6/2/2019,Northern,660.73,597.52,-63.21,26.91,25.11,-1.8,105.09,106.94,1.85
2607,6/2/2019,Western,1215.94,1235.3,19.36,32.68,39.28,6.6,35.58,28.56,-7.02
2608,6/2/2019,Southern,682.45,576.15,-106.3,67.51,36.88,-30.63,66.95,78.69,11.74
2609,6/2/2019,Eastern,497.42,510.15,12.73,,,0,24,28.62,4.62
2610,6/2/2019,NorthEastern,31.81,35.75,3.94,,,0,8.62,4.89,-3.73
2611,7/2/2019,Northern,663.23,522.48,-140.75,26.91,20.34,-6.57,105.09,112.09,7
2612,7/2/2019,Western,1215.94,1166.46,-49.48,32.68,39.28,6.6,35.58,19.37,-16.21
2613,7/2/2019,Southern,682.45,595.09,-87.36,67.51,32.54,-34.97,66.95,76.62,9.67
2614,7/2/2019,Eastern,497.42,505.99,8.57,,,0,24,23.24,-0.76
2615,7/2/2019,NorthEastern,31.81,34.98,3.17,,,0,8.62,4.83,-3.79
2616,8/2/2019,Northern,669.11,540.22,-128.89,26.91,21,-5.91,105.09,115.9,10.81
2617,8/2/2019,Western,1215.94,1213.64,-2.3,32.68,39.54,6.86,35.58,21.46,-14.12
2618,8/2/2019,Southern,682.45,619.41,-63.04,67.51,27.11,-40.4,66.95,78.06,11.11
2619,8/2/2019,Eastern,492.71,497.19,4.48,,,0,24,26.58,2.58
2620,8/2/2019,NorthEastern,31.81,35.33,3.52,,,0,8.62,4.77,-3.85
2621,9/2/2019,Northern,658.98,573.5,-85.48,26.91,21.07,-5.84,105.09,117.69,12.6
2622,9/2/2019,Western,1216.94,1191.17,-25.77,32.68,39.61,6.93,35.58,23.09,-12.49
2623,9/2/2019,Southern,682.45,611.73,-70.72,67.51,14.78,-52.73,66.95,64.9,-2.05
2624,9/2/2019,Eastern,492.71,489.36,-3.35,,,0,24,25.94,1.94
2625,9/2/2019,NorthEastern,31.81,34.19,2.38,,,0,8.62,4.33,-4.29
2626,10/2/2019,Northern,658.98,563.35,-95.63,26.91,21.03,-5.88,105.09,113.6,8.51
2627,10/2/2019,Western,1216.94,1162.43,-54.51,32.68,39.53,6.85,35.58,22.75,-12.83
2628,10/2/2019,Southern,670.34,570.08,-100.26,67.51,14.85,-52.66,66.95,58.56,-8.39
2629,10/2/2019,Eastern,492.71,494.68,1.97,,,0,24,22.24,-1.76
2630,10/2/2019,NorthEastern,31.81,34.14,2.33,,,0,8.62,4.04,-4.58
2631,11/2/2019,Northern,655.48,564.01,-91.47,26.91,21,-5.91,105.09,115.68,10.59
2632,11/2/2019,Western,1226,1194.75,-31.25,32.68,39.48,6.8,35.58,25.8,-9.78
2633,11/2/2019,Southern,670.34,557.23,-113.11,67.51,30.29,-37.22,66.95,59.67,-7.28
2634,11/2/2019,Eastern,497.1,503.71,6.61,,,0,24,24.83,0.83
2635,11/2/2019,NorthEastern,31.81,30.45,-1.36,,,0,8.62,3.83,-4.79
2636,12/2/2019,Northern,655.48,573.44,-82.04,26.91,20.94,-5.97,105.09,114.65,9.56
2637,12/2/2019,Western,1226,1220.53,-5.47,32.68,39.43,6.75,35.58,25.06,-10.52
2638,12/2/2019,Southern,670.34,552.83,-117.51,67.51,37.22,-30.29,66.95,55.71,-11.24
2639,12/2/2019,Eastern,497.1,505.56,8.46,,,0,24,27.32,3.32
2640,12/2/2019,NorthEastern,31.81,32.51,0.7,,,0,8.62,2.6,-6.02
2641,13/2/2019,Northern,656.17,583.48,-72.69,26.91,20.83,-6.08,105.09,121.78,16.69
2642,13/2/2019,Western,1228,1234.99,6.99,32.68,39.47,6.79,35.58,26.63,-8.95
2643,13/2/2019,Southern,670.34,567.8,-102.54,67.51,37.28,-30.23,66.95,61.97,-4.98
2644,13/2/2019,Eastern,497.1,511.57,14.47,,,0,24,25.18,1.18
2645,13/2/2019,NorthEastern,31.81,36.62,4.81,,,0,8.62,2.73,-5.89
2646,14/2/2019,Northern,664.91,562.08,-102.83,26.91,19.11,-7.8,105.09,120.72,15.63
2647,14/2/2019,Western,1228,1231.37,3.37,32.68,39.47,6.79,35.58,27.73,-7.85
2648,14/2/2019,Southern,670.34,587.63,-82.71,67.51,36.85,-30.66,66.95,68.88,1.93
2649,14/2/2019,Eastern,497.1,520.22,23.12,,,0,24,25.59,1.59
2650,14/2/2019,NorthEastern,31.81,36.99,5.18,,,0,8.62,2.73,-5.89
2651,15/2/2019,Northern,664.91,560.88,-104.03,26.91,22.69,-4.22,105.09,131.88,26.79
2652,15/2/2019,Western,1228,1173.34,-54.66,32.68,39.5,6.82,35.58,17.54,-18.04
2653,15/2/2019,Southern,670.34,616.31,-54.03,67.51,36.86,-30.65,66.95,86.09,19.14
2654,15/2/2019,Eastern,497.1,508.54,11.44,,,0,24,27.04,3.04
2655,15/2/2019,NorthEastern,31.81,37.58,5.77,,,0,8.62,2.45,-6.17
2656,16/2/2019,Northern,664.91,552.17,-112.74,26.91,26.22,-0.69,105.09,135.22,30.13
2657,16/2/2019,Western,1228,1177.73,-50.27,32.68,39.56,6.88,35.58,15.19,-20.39
2658,16/2/2019,Southern,670.34,610.62,-59.72,67.51,36.89,-30.62,66.95,71.7,4.75
2659,16/2/2019,Eastern,497.1,486.64,-10.46,,,0,24,24,0
2660,16/2/2019,NorthEastern,31.81,36.43,4.62,,,0,8.62,2.4,-6.22
2661,17/2/2019,Northern,664.91,521.9,-143.01,26.91,26.65,-0.26,105.09,137.91,32.82
2662,17/2/2019,Western,1229.92,1200.74,-29.18,32.68,39.51,6.83,35.58,15.02,-20.56
2663,17/2/2019,Southern,670.34,608.85,-61.49,67.51,37.05,-30.46,66.95,53.45,-13.5
2664,17/2/2019,Eastern,497.1,459.92,-37.18,,,0,24,22.8,-1.2
2665,17/2/2019,NorthEastern,31.81,34.79,2.98,,,0,8.62,3,-5.62
2666,18/2/2019,Northern,664.91,529.11,-135.8,26.91,26.08,-0.83,105.09,129.65,24.56
2667,18/2/2019,Western,1232.19,1207.08,-25.11,32.68,39.51,6.83,35.58,23.98,-11.6
2668,18/2/2019,Southern,661.63,647.09,-14.54,67.51,36.92,-30.59,66.95,79.3,12.35
2669,18/2/2019,Eastern,497.1,467.47,-29.63,,,0,24,29.91,5.91
2670,18/2/2019,NorthEastern,31.81,35.91,4.1,,,0,8.62,2.84,-5.78
2671,19/2/2019,Northern,664.91,548.52,-116.39,26.91,26.53,-0.38,105.09,123.97,18.88
2672,19/2/2019,Western,1247.79,1251,3.21,32.68,39.55,6.87,35.58,27.79,-7.79
2673,19/2/2019,Southern,661.63,656.33,-5.3,67.51,37.09,-30.42,66.95,83.59,16.64
2674,19/2/2019,Eastern,497.1,489.08,-8.02,,,0,24,29.88,5.88
2675,19/2/2019,NorthEastern,31.81,37.01,5.2,,,0,8.62,3.08,-5.54
2676,20/2/2019,Northern,664.88,557.39,-107.49,26.91,25.87,-1.04,105.09,129.29,24.2
2677,20/2/2019,Western,1244.58,1267.89,23.31,32.68,39.51,6.83,35.58,23.59,-11.99
2678,20/2/2019,Southern,661.63,639.09,-22.54,67.51,36.72,-30.79,66.95,73.42,6.47
2679,20/2/2019,Eastern,497.1,478.85,-18.25,,,0,24,33.38,9.38
2680,20/2/2019,NorthEastern,31.81,34.24,2.43,,,0,8.62,2.83,-5.79
2681,21/2/2019,Northern,665.92,534.44,-131.48,26.91,26.22,-0.69,105.09,152.6,47.51
2682,21/2/2019,Western,1254.08,1278.5,24.42,32.68,39.44,6.76,35.58,25.04,-10.54
2683,21/2/2019,Southern,661.63,621.51,-40.12,67.51,36.6,-30.91,66.95,76.44,9.49
2684,21/2/2019,Eastern,504.35,489.9,-14.45,,,0,24,30.12,6.12
2685,21/2/2019,NorthEastern,31.81,37.05,5.24,,,0,8.62,2.42,-6.2
2686,22/2/2019,Northern,665.06,526.58,-138.48,26.91,26.35,-0.56,105.09,174.04,68.95
2687,22/2/2019,Western,1254.08,1273.5,19.42,32.68,39.47,6.79,35.58,34.39,-1.19
2688,22/2/2019,Southern,661.63,602.42,-59.21,67.51,39.45,-28.06,66.95,69.77,2.82
2689,22/2/2019,Eastern,504.35,506.59,2.24,,,0,24,30.34,6.34
2690,22/2/2019,NorthEastern,31.81,39.02,7.21,,,0,8.62,2.51,-6.11
2691,23/2/2019,Northern,665.06,532.44,-132.62,26.91,25.57,-1.34,105.09,165.21,60.12
2692,23/2/2019,Western,1254.08,1259.91,5.83,32.68,39.35,6.67,35.58,25.53,-10.05
2693,23/2/2019,Southern,661.63,594.2,-67.43,67.51,41.95,-25.56,66.95,70.96,4.01
2694,23/2/2019,Eastern,504.35,511.51,7.16,,,0,24,29.04,5.04
2695,23/2/2019,NorthEastern,31.81,38.42,6.61,,,0,8.62,2.58,-6.04
2696,24/2/2019,Northern,670.86,523.2,-147.66,26.91,29.13,2.22,105.09,158.37,53.28
2697,24/2/2019,Western,1254.08,1227.41,-26.67,32.68,39.36,6.68,35.58,19.19,-16.39
2698,24/2/2019,Southern,661.63,577.16,-84.47,67.51,40.7,-26.81,66.95,71.04,4.09
2699,24/2/2019,Eastern,504.35,500.31,-4.04,,,0,24,25.29,1.29
2700,24/2/2019,NorthEastern,31.81,36.66,4.85,,,0,8.62,2.33,-6.29
2701,25/2/2019,Northern,670.86,536.52,-134.34,26.91,29.8,2.89,105.09,150.38,45.29
2702,25/2/2019,Western,1254.08,1253.33,-0.75,32.68,39.4,6.72,35.58,23.01,-12.57
2703,25/2/2019,Southern,661.63,621.28,-40.35,67.51,40.62,-26.89,66.95,80.07,13.12
2704,25/2/2019,Eastern,504.35,482.66,-21.69,,,0,24,25.77,1.77
2705,25/2/2019,NorthEastern,31.81,37.5,5.69,,,0,8.62,2.67,-5.95
2706,26/2/2019,Northern,670.86,525.83,-145.03,26.91,29.79,2.88,105.09,149.07,43.98
2707,26/2/2019,Western,1264.41,1244.56,-19.85,32.68,39.38,6.7,35.58,22.72,-12.86
2708,26/2/2019,Southern,661.63,640.49,-21.14,67.51,40.81,-26.7,66.95,76.97,10.02
2709,26/2/2019,Eastern,504.35,485.83,-18.52,,,0,24,29.08,5.08
2710,26/2/2019,NorthEastern,31.81,37.93,6.12,,,0,8.62,2.6,-6.02
2711,27/2/2019,Northern,670.86,506.96,-163.9,26.91,30,3.09,105.09,142.55,37.46
2712,27/2/2019,Western,1264.41,1251.32,-13.09,32.68,39.44,6.76,35.58,22.01,-13.57
2713,27/2/2019,Southern,661.63,659.53,-2.1,67.51,40.58,-26.93,66.95,73.21,6.26
2714,27/2/2019,Eastern,504.35,473.7,-30.65,,,0,24,28.08,4.08
2715,27/2/2019,NorthEastern,31.81,37.38,5.57,,,0,8.62,2.43,-6.19
2716,28/2/2019,Northern,673.21,527.94,-145.27,26.91,29.15,2.24,105.09,144.69,39.6
2717,28/2/2019,Western,1269.41,1277.59,8.18,32.68,39.48,6.8,35.58,21.02,-14.56
2718,28/2/2019,Southern,661.63,644.5,-17.13,67.51,36.72,-30.79,66.95,75.83,8.88
2719,28/2/2019,Eastern,504.35,480.02,-24.33,,,0,24,27.21,3.21
2720,28/2/2019,NorthEastern,31.81,37.1,5.29,,,0,8.62,2.64,-5.98
2721,1/3/2019,Northern,668.42,553.92,-114.5,26.88,30.1,3.22,121.72,142.81,21.09
2722,1/3/2019,Western,1270.71,1286.4,15.69,32.6,39.45,6.85,34.47,26.28,-8.19
2723,1/3/2019,Southern,657.97,670.79,12.82,67.32,36.63,-30.69,73.41,73.05,-0.36
2724,1/3/2019,Eastern,504.47,464.87,-39.6,,,0,29.22,26.8,-2.42
2725,1/3/2019,NorthEastern,31.7,37.45,5.75,,,0,9.21,2.88,-6.33
2726,2/3/2019,Northern,668.42,527.42,-141,26.88,29.36,2.48,121.72,142.05,20.33
2727,2/3/2019,Western,1270.71,1271.02,0.31,32.6,39.4,6.8,34.47,26.49,-7.98
2728,2/3/2019,Southern,657.97,630.77,-27.2,67.32,36.91,-30.41,73.41,63.58,-9.83
2729,2/3/2019,Eastern,504.47,466.76,-37.71,,,0,29.22,25.35,-3.87
2730,2/3/2019,NorthEastern,31.7,38.17,6.47,,,0,9.21,3.06,-6.15
2731,3/3/2019,Northern,668.42,465.57,-202.85,26.88,29.68,2.8,121.72,136.91,15.19
2732,3/3/2019,Western,1270.71,1235.12,-35.59,32.6,39.36,6.76,34.47,31.62,-2.85
2733,3/3/2019,Southern,657.97,629.83,-28.14,67.32,37.04,-30.28,73.41,59.19,-14.22
2734,3/3/2019,Eastern,504.47,475.35,-29.12,,,0,29.22,25.05,-4.17
2735,3/3/2019,NorthEastern,31.7,37.3,5.6,,,0,9.21,3.78,-5.43
2736,4/3/2019,Northern,669.28,487.66,-181.62,26.88,30.74,3.86,121.72,141.53,19.81
2737,4/3/2019,Western,1270.71,1249.82,-20.89,32.6,39.31,6.71,34.47,35.43,0.96
2738,4/3/2019,Southern,657.97,672.94,14.97,67.32,37.04,-30.28,73.41,63.56,-9.85
2739,4/3/2019,Eastern,504.47,479.64,-24.83,,,0,29.22,25.13,-4.09
2740,4/3/2019,NorthEastern,31.7,36.08,4.38,,,0,9.21,3.35,-5.86
2741,5/3/2019,Northern,669.28,502.11,-167.17,26.88,30.74,3.86,121.72,140.05,18.33
2742,5/3/2019,Western,1270.71,1282.53,11.82,32.6,39.33,6.73,34.47,38.61,4.14
2743,5/3/2019,Southern,657.97,673.52,15.55,67.32,37.07,-30.25,73.41,58.3,-15.11
2744,5/3/2019,Eastern,504.47,492.45,-12.02,,,0,29.22,29.79,0.57
2745,5/3/2019,NorthEastern,31.7,37.14,5.44,,,0,9.21,3.83,-5.38
2746,6/3/2019,Northern,671.43,525.3,-146.13,26.88,31.04,4.16,121.72,138.83,17.11
2747,6/3/2019,Western,1270.71,1289.83,19.12,32.6,39.32,6.72,34.47,39.21,4.74
2748,6/3/2019,Southern,657.97,677.88,19.91,67.32,35.83,-31.49,73.41,60.35,-13.06
2749,6/3/2019,Eastern,504.47,490.23,-14.24,,,0,29.22,33.22,4
2750,6/3/2019,NorthEastern,31.7,36.81,5.11,,,0,9.21,3.64,-5.57
2751,7/3/2019,Northern,668.95,553.11,-115.84,26.88,31.06,4.18,121.72,139.14,17.42
2752,7/3/2019,Western,1270.71,1300.96,30.25,32.6,39.36,6.76,34.47,39.26,4.79
2753,7/3/2019,Southern,657.97,681.83,23.86,67.32,32.53,-34.79,73.41,70.05,-3.36
2754,7/3/2019,Eastern,504.47,502.32,-2.15,,,0,29.22,30.57,1.35
2755,7/3/2019,NorthEastern,31.7,31.51,-0.19,,,0,9.21,3.33,-5.88
2756,8/3/2019,Northern,669.81,552.36,-117.45,26.88,30.98,4.1,121.72,135.35,13.63
2757,8/3/2019,Western,1270.71,1297.64,26.93,32.6,39.27,6.67,34.47,38.76,4.29
2758,8/3/2019,Southern,657.97,671.8,13.83,67.32,33.69,-33.63,73.41,80.13,6.72
2759,8/3/2019,Eastern,504.47,493.33,-11.14,,,0,29.22,30.45,1.23
2760,8/3/2019,NorthEastern,31.7,31.08,-0.62,,,0,9.21,3.54,-5.67
2761,9/3/2019,Northern,669.81,553.17,-116.64,26.88,30.91,4.03,121.72,135.11,13.39
2762,9/3/2019,Western,1270.71,1281.24,10.53,32.6,39.33,6.73,34.47,35.35,0.88
2763,9/3/2019,Southern,657.97,670.04,12.07,67.32,33.02,-34.3,73.41,78.66,5.25
2764,9/3/2019,Eastern,504.47,501.3,-3.17,,,0,29.22,35.73,6.51
2765,9/3/2019,NorthEastern,31.7,28.92,-2.78,,,0,9.21,3.85,-5.36
2766,10/3/2019,Northern,669.81,541.58,-128.23,26.88,30.96,4.08,121.72,132.47,10.75
2767,10/3/2019,Western,1270.71,1272.54,1.83,32.6,39.36,6.76,34.47,29.16,-5.31
2768,10/3/2019,Southern,657.97,654.47,-3.5,67.32,32.37,-34.95,73.41,60.36,-13.05
2769,10/3/2019,Eastern,504.47,518.35,13.88,,,0,29.22,30.16,0.94
2770,10/3/2019,NorthEastern,31.7,37.1,5.4,,,0,9.21,3.2,-6.01
2771,11/3/2019,Northern,669.81,555.94,-113.87,26.88,31.2,4.32,121.72,137.15,15.43
2772,11/3/2019,Western,1270.71,1290.87,20.16,32.6,39.32,6.72,34.47,35.04,0.57
2773,11/3/2019,Southern,666.68,674.99,8.31,67.32,33.69,-33.63,73.41,70.63,-2.78
2774,11/3/2019,Eastern,504.47,538.01,33.54,,,0,29.22,36.34,7.12
2775,11/3/2019,NorthEastern,31.7,38.97,7.27,,,0,9.21,3.18,-6.03
2776,12/3/2019,Northern,669.81,573.33,-96.48,26.88,31.12,4.24,121.72,141.25,19.53
2777,12/3/2019,Western,1270.71,1301.76,31.05,32.6,39.36,6.76,34.47,30.94,-3.53
2778,12/3/2019,Southern,678.58,691.11,12.53,67.32,31.97,-35.35,73.41,64.85,-8.56
2779,12/3/2019,Eastern,504.47,540.64,36.17,,,0,29.22,37.34,8.12
2780,12/3/2019,NorthEastern,31.7,38.97,7.27,,,0,9.21,3,-6.21
2781,13/3/2019,Northern,665.93,581.45,-84.48,26.88,31.18,4.3,121.72,139.67,17.95
2782,13/3/2019,Western,1273.92,1298.01,24.09,32.6,39.31,6.71,34.47,32.08,-2.39
2783,13/3/2019,Southern,678.58,683.79,5.21,67.32,32.09,-35.23,73.41,69.52,-3.89
2784,13/3/2019,Eastern,504.47,535.98,31.51,,,0,29.22,37.1,7.88
2785,13/3/2019,NorthEastern,31.7,37.75,6.05,,,0,9.21,3.58,-5.63
2786,14/3/2019,Northern,654.78,559.54,-95.24,26.88,31.2,4.32,121.72,140.21,18.49
2787,14/3/2019,Western,1273.92,1288.95,15.03,32.6,39.3,6.7,34.47,32.69,-1.78
2788,14/3/2019,Southern,678.58,683.74,5.16,67.32,31.16,-36.16,73.41,68.86,-4.55
2789,14/3/2019,Eastern,504.47,533.24,28.77,,,0,29.22,34.81,5.59
2790,14/3/2019,NorthEastern,31.7,38.71,7.01,,,0,9.21,3.04,-6.17
2791,15/3/2019,Northern,654.91,549.26,-105.65,26.88,31.39,4.51,121.72,145.29,23.57
2792,15/3/2019,Western,1269.92,1266.81,-3.11,32.6,39.29,6.69,34.47,37.94,3.47
2793,15/3/2019,Southern,678.58,674.22,-4.36,67.32,33.23,-34.09,73.41,67.98,-5.43
2794,15/3/2019,Eastern,504.47,505.18,0.71,,,0,29.22,39.61,10.39
2795,15/3/2019,NorthEastern,31.7,37.69,5.99,,,0,9.21,3.43,-5.78
2796,16/3/2019,Northern,654.91,549.12,-105.79,26.88,35.46,8.58,121.72,149.54,27.82
2797,16/3/2019,Western,1267.32,1275.73,8.41,32.6,39.37,6.77,34.47,23.38,-11.09
2798,16/3/2019,Southern,678.58,660.26,-18.32,67.32,33.6,-33.72,73.41,66.29,-7.12
2799,16/3/2019,Eastern,508.97,504.24,-4.73,,,0,29.22,38.02,8.8
2800,16/3/2019,NorthEastern,31.7,36.52,4.82,,,0,9.21,3.32,-5.89
2801,17/3/2019,Northern,654.91,535.9,-119.01,26.88,35.99,9.11,121.72,138.01,16.29
2802,17/3/2019,Western,1267.32,1263.19,-4.13,32.6,39.35,6.75,34.47,21.05,-13.42
2803,17/3/2019,Southern,678.58,649.84,-28.74,67.32,33.64,-33.68,73.41,56.39,-17.02
2804,17/3/2019,Eastern,508.97,477.01,-31.96,,,0,29.22,32.7,3.48
2805,17/3/2019,NorthEastern,31.7,37.07,5.37,,,0,9.21,3.1,-6.11
2806,18/3/2019,Northern,660.12,576.89,-83.23,26.88,30.85,3.97,121.72,139.35,17.63
2807,18/3/2019,Western,1267.32,1295.64,28.32,32.6,38.95,6.35,34.47,38.45,3.98
2808,18/3/2019,Southern,678.58,674.26,-4.32,67.32,32.55,-34.77,73.41,77.85,4.44
2809,18/3/2019,Eastern,508.97,491.13,-17.84,,,0,29.22,27.3,-1.92
2810,18/3/2019,NorthEastern,31.7,37.35,5.65,,,0,9.21,2.81,-6.4
2811,19/3/2019,Northern,669.66,558.58,-111.08,26.88,30.18,3.3,121.72,142.42,20.7
2812,19/3/2019,Western,1267.32,1324.23,56.91,32.6,38.76,6.16,34.47,31.03,-3.44
2813,19/3/2019,Southern,678.58,695.98,17.4,67.32,32.7,-34.62,73.41,82.64,9.23
2814,19/3/2019,Eastern,508.97,515.35,6.38,,,0,29.22,34.07,4.85
2815,19/3/2019,NorthEastern,31.7,37.07,5.37,,,0,9.21,2.73,-6.48
2816,20/3/2019,Northern,659.45,541.64,-117.81,26.88,30.31,3.43,121.72,146.7,24.98
2817,20/3/2019,Western,1251.69,1282.07,30.38,32.6,38.54,5.94,34.47,26.14,-8.33
2818,20/3/2019,Southern,678.58,713.96,35.38,67.32,33.12,-34.2,73.41,76.03,2.62
2819,20/3/2019,Eastern,508.97,517.3,8.33,,,0,29.22,36.43,7.21
2820,20/3/2019,NorthEastern,31.7,36.66,4.96,,,0,9.21,3.09,-6.12
2821,21/3/2019,Northern,658.49,476.27,-182.22,26.88,30.56,3.68,121.72,146.88,25.16
2822,21/3/2019,Western,1251.69,1125.15,-126.54,32.6,38.84,6.24,34.47,20.72,-13.75
2823,21/3/2019,Southern,678.58,677.36,-1.22,67.32,32.99,-34.33,73.41,65.34,-8.07
2824,21/3/2019,Eastern,508.97,465.95,-43.02,,,0,29.22,30,0.78
2825,21/3/2019,NorthEastern,31.7,36.63,4.93,,,0,9.21,3.17,-6.04
2826,22/3/2019,Northern,658.49,495.12,-163.37,26.88,30.41,3.53,121.72,143.7,21.98
2827,22/3/2019,Western,1251.69,1184.93,-66.76,32.6,39.09,6.49,34.47,28.2,-6.27
2828,22/3/2019,Southern,678.58,701.8,23.22,67.32,33.14,-34.18,73.41,74.16,0.75
2829,22/3/2019,Eastern,500.87,495.87,-5,,,0,29.22,30.09,0.87
2830,22/3/2019,NorthEastern,31.7,37.12,5.42,,,0,9.21,3.15,-6.06
2831,23/3/2019,Northern,660.84,520.2,-140.64,26.88,30.42,3.54,121.72,142.52,20.8
2832,23/3/2019,Western,1251.69,1263.81,12.12,32.6,39.29,6.69,34.47,26,-8.47
2833,23/3/2019,Southern,678.58,709.13,30.55,67.32,33.18,-34.14,73.41,74.2,0.79
2834,23/3/2019,Eastern,500.87,515.41,14.54,,,0,29.22,32.41,3.19
2835,23/3/2019,NorthEastern,31.7,37.94,6.24,,,0,9.21,3.42,-5.79
2836,24/3/2019,Northern,660.84,518.01,-142.83,26.88,30.33,3.45,121.72,142.28,20.56
2837,24/3/2019,Western,1251.69,1295.12,43.43,32.6,39.3,6.7,34.47,22.38,-12.09
2838,24/3/2019,Southern,678.58,667.5,-11.08,67.32,35.52,-31.8,73.41,66.57,-6.84
2839,24/3/2019,Eastern,500.87,517,16.13,,,0,29.22,30.84,1.62
2840,24/3/2019,NorthEastern,31.7,39.07,7.37,,,0,9.21,3.1,-6.11
2841,25/3/2019,Northern,660.84,526.18,-134.66,26.88,30.42,3.54,121.72,137.87,16.15
2842,25/3/2019,Western,1251.69,1337.26,85.57,32.6,39.34,6.74,34.47,25.43,-9.04
2843,25/3/2019,Southern,678.58,676.6,-1.98,67.32,37.95,-29.37,73.41,78.25,4.84
2844,25/3/2019,Eastern,500.87,539.14,38.27,,,0,29.22,36.1,6.88
2845,25/3/2019,NorthEastern,31.7,39.06,7.36,,,0,9.21,3,-6.21
2846,26/3/2019,Northern,669.84,528.68,-141.16,26.88,30.49,3.61,121.72,141.09,19.37
2847,26/3/2019,Western,1251.69,1338.05,86.36,32.6,39.36,6.76,34.47,32.56,-1.91
2848,26/3/2019,Southern,678.58,693.39,14.81,67.32,39.09,-28.23,73.41,84.57,11.16
2849,26/3/2019,Eastern,500.87,520.41,19.54,,,0,29.22,37.19,7.97
2850,26/3/2019,NorthEastern,31.7,37.77,6.07,,,0,9.21,3.03,-6.18
2851,27/3/2019,Northern,669.84,571.91,-97.93,26.88,30.51,3.63,121.72,148.91,27.19
2852,27/3/2019,Western,1251.69,1335.04,83.35,32.6,39.37,6.77,34.47,31.17,-3.3
2853,27/3/2019,Southern,678.58,699.81,21.23,67.32,39.15,-28.17,73.41,88.45,15.04
2854,27/3/2019,Eastern,500.87,536.15,35.28,,,0,29.22,39.76,10.54
2855,27/3/2019,NorthEastern,31.7,38.84,7.14,,,0,9.21,3.09,-6.12
2856,28/3/2019,Northern,678.07,575.34,-102.73,26.88,30.24,3.36,121.72,162.7,40.98
2857,28/3/2019,Western,1251.69,1349.75,98.06,32.6,39.3,6.7,34.47,25.59,-8.88
2858,28/3/2019,Southern,678.58,693.26,14.68,67.32,39.39,-27.93,73.41,89.66,16.25
2859,28/3/2019,Eastern,500.87,548.13,47.26,,,0,29.22,42.03,12.81
2860,28/3/2019,NorthEastern,31.7,38.19,6.49,,,0,9.21,3.24,-5.97
2861,29/3/2019,Northern,678.07,610.26,-67.81,26.88,30.15,3.27,121.72,173.88,52.16
2862,29/3/2019,Western,1251.69,1325.19,73.5,32.6,39.3,6.7,34.47,29.68,-4.79
2863,29/3/2019,Southern,678.58,704.33,25.75,67.32,35.72,-31.6,73.41,90.65,17.24
2864,29/3/2019,Eastern,500.87,562.16,61.29,,,0,29.22,36.66,7.44
2865,29/3/2019,NorthEastern,31.7,38.76,7.06,,,0,9.21,3.39,-5.82
2866,30/3/2019,Northern,678.07,626.76,-51.31,26.88,29.93,3.05,121.72,180.18,58.46
2867,30/3/2019,Western,1251.69,1317.86,66.17,32.6,39.22,6.62,34.47,29.65,-4.82
2868,30/3/2019,Southern,678.58,704.9,26.32,67.32,34.53,-32.79,73.41,81.71,8.3
2869,30/3/2019,Eastern,500.87,547.65,46.78,,,0,29.22,43.52,14.3
2870,30/3/2019,NorthEastern,31.7,39.31,7.61,,,0,9.21,2.58,-6.63
2871,31/3/2019,Northern,678.07,537.38,-140.69,26.88,30.15,3.27,121.72,182.79,61.07
2872,31/3/2019,Western,1251.69,1265.35,13.66,32.6,39.3,6.7,34.47,28.45,-6.02
2873,31/3/2019,Southern,678.58,659.77,-18.81,67.32,34.02,-33.3,73.41,62.84,-10.57
2874,31/3/2019,Eastern,500.87,515.08,14.21,,,0,29.22,49.77,20.55
2875,31/3/2019,NorthEastern,31.7,33.95,2.25,,,0,9.21,2.46,-6.75
2876,1/4/2019,Northern,694.44,566.18,-128.26,27.03,30.3,3.27,159.92,181.17,21.25
2877,1/4/2019,Western,1391.86,1325.99,-65.87,32.64,39.28,6.64,32.58,34.93,2.35
2878,1/4/2019,Southern,666.7,668.2,1.5,62.76,33.63,-29.13,76.25,78.51,2.26
2879,1/4/2019,Eastern,526.12,492.91,-33.21,,,0,44.26,47.67,3.41
2880,1/4/2019,NorthEastern,36.46,34.88,-1.58,,,0,4.92,2.79,-2.13
2881,2/4/2019,Northern,694.44,589.45,-104.99,27.03,30.24,3.21,159.92,181.13,21.21
2882,2/4/2019,Western,1387.86,1363.33,-24.53,32.64,39.22,6.58,32.58,28.19,-4.39
2883,2/4/2019,Southern,666.7,675.02,8.32,62.76,33.71,-29.05,76.25,89.51,13.26
2884,2/4/2019,Eastern,526.12,552.31,26.19,,,0,44.26,42.88,-1.38
2885,2/4/2019,NorthEastern,36.46,40.31,3.85,,,0,4.92,2.83,-2.09
2886,3/4/2019,Northern,691.8,587.61,-104.19,27.03,30.11,3.08,159.92,195.95,36.03
2887,3/4/2019,Western,1387.86,1391.56,3.7,32.64,39.24,6.6,32.58,30.04,-2.54
2888,3/4/2019,Southern,666.7,687.85,21.15,62.76,33.71,-29.05,76.25,90.42,14.17
2889,3/4/2019,Eastern,526.12,575.35,49.23,,,0,44.26,39.92,-4.34
